STK_CDAT,STK_CODE,STK_NAME,STK_FIRST
2019-10-18,KREN,Kresna Graha Investama Tbk.,515.0
2019-10-18,LAND,Trimitra Propertindo Tbk.,1230.0
2019-10-18,LCKM,LCK Global Kedaton Tbk.,326.0
2019-10-18,LEAD,Logindo Samudramakmur Tbk.,50.0
2019-10-18,LIFE,Asuransi Jiwa Sinarmas MSIG Tbk.,5900.0
2019-10-18,LINK,Link Net Tbk.,4200.0
2019-10-18,LION,Lion Metal Works Tbk.,520.0
2019-10-18,LMAS,Limas Indonesia Makmur Tbk,55.0
2019-10-18,LMPI,Langgeng Makmur Industri Tbk.,149.0
2019-10-18,LPCK,Lippo Cikarang Tbk,1325.0
2019-10-18,LPIN,Multi Prima Sejahtera Tbk,288.0
2019-10-18,LPKR,Lippo Karawaci Tbk.,234.0
2019-10-18,LPPF,Matahari Department Store Tbk.,4250.0
2019-10-18,LPPS,Lippo Securities Tbk.,93.0
2019-10-18,LRNA,Eka Sari Lorena Transport Tbk.,152.0
2019-10-18,LSIP,PP London Sumatra Indonesia Tbk.,1225.0
2019-10-18,LTLS,Lautan Luas Tbk.,675.0
2019-10-18,LUCK,Sentral Mitra Informatika Tbk.,1470.0
2019-10-18,MABA,Marga Abhinaya Abadi Tbk.,50.0
2019-10-18,MAGP,Multi Agro Gemilang Plantation Tbk.,50.0
2019-10-18,MAIN,Malindo Feedmill Tbk.,970.0
2019-10-18,MAMI,Mas Murni Indonesia Tbk,234.0
2019-10-18,MAMI-W,Waran Seri I Mas Murni Indonesia Tbk.,63.0
2019-10-18,MAPA,Map Aktif Adiperkasa Tbk.,5300.0
2019-10-18,MAPB,MAP Boga Adiperkasa Tbk.,1735.0
2019-10-18,MAPI,Mitra Adiperkasa Tbk.,1140.0
2019-10-18,MARI,Mahaka Radio Integra Tbk.,250.0
2019-10-18,MARK,Mark Dynamics Indonesia Tbk.,474.0
2019-10-18,MASA,Multistrada Arah Sarana Tbk.,520.0
2019-10-18,MBAP,Mitrabara Adiperdana Tbk.,1850.0
2019-10-18,MBSS,Mitrabahtera Segara Sejati Tbk.,500.0
2019-10-18,MBTO,Martina Berto Tbk.,123.0
2019-10-18,MCAS,M Cash Integrasi Tbk.,3390.0
2019-10-18,MCOR,Bank China Construction Bank Indonesia T,140.0
2019-10-18,MDIA,Intermedia Capital Tbk.,110.0
2019-10-18,MDKA,Merdeka Copper Gold Tbk.,1260.0
2019-10-18,MDKI,Emdeki Utama Tbk.,220.0
2019-10-18,MDLN,Modernland Realty Tbk.,230.0
2019-10-18,MEDC,Medco Energi Internasional Tbk.,660.0
2019-10-18,MEDC-W,Waran Seri I Medco Energi Internasional,135.0
2019-10-18,MERK,Merck Tbk.,2690.0
2019-10-18,META,Nusantara Infrastructure Tbk.,189.0
2019-10-18,MFIN,Mandala Multifinance Tbk.,1140.0
2019-10-18,MFMI,Multifiling Mitra Indonesia Tbk.,450.0
2019-10-18,MGRO,Mahkota Group Tbk.,890.0
2019-10-18,MICE,Multi Indocitra Tbk.,360.0
2019-10-18,MIDI,Midi Utama Indonesia Tbk.,1110.0
2019-10-18,MIKA,Mitra Keluarga Karyasehat Tbk.,2660.0
2019-10-18,MINA,Sanurhasta Mitra Tbk.,1740.0
2019-10-18,MKNT,Mitra Komunikasi Nusantara Tbk.,50.0
2019-10-18,MKPI,Metropolitan Kentjana Tbk.,13400.0
2019-10-18,MLBI,Multi Bintang Indonesia Tbk.,17250.0
2019-10-18,MLIA,Mulia Industrindo Tbk,1305.0
2019-10-18,MLPL,Multipolar Tbk.,90.0
2019-10-18,MMLP,Mega Manunggal Property Tbk.,330.0
2019-10-18,MNCN,Media Nusantara Citra Tbk.,1300.0
2019-10-18,MOLI,Madusari Murni Indah Tbk.,780.0
2019-10-18,MPMX,Mitra Pinasthika Mustika Tbk.,695.0
2019-10-18,MPOW,Megapower Makmur Tbk.,170.0
2019-10-18,MPPA,Matahari Putra Prima Tbk.,177.0
2019-10-18,MPRO,Maha Properti Indonesia Tbk.,840.0
2019-10-18,MRAT,Mustika Ratu Tbk.,151.0
2019-10-18,MREI,Maskapai Reasuransi Indonesia Tbk.,4120.0
2019-10-18,MSIN,MNC Studios International Tbk.,456.0
2019-10-18,MSKY,MNC Sky Vision Tbk.,970.0
2019-10-18,MTDL,Metrodata Electronics Tbk.,1455.0
2019-10-18,MTPS,Meta Epsi Tbk.,1285.0
2019-10-18,MTPS-W,Waran Seri I Meta Epsi Tbk.,700.0
2019-10-18,MTRA,Mitra Pemuda Tbk.,360.0
2019-10-18,MTWI,Malacca Trust Wuwungan Insurance Tbk.,68.0
2019-10-18,MYOH,Samindo Resources Tbk.,1240.0
2019-10-18,MYOR,Mayora Indah Tbk.,2230.0
2019-10-18,MYRX,Hanson International Tbk.,92.0
2019-10-18,MYTX,Asia Pacific Investama Tbk.,64.0
2019-10-18,NASA,Ayana Land International Tbk.,780.0
2019-10-18,NATO,Nusantara Properti Internasional Tbk.,910.0
2019-10-18,NELY,Pelayaran Nelly Dwi Putri Tbk.,150.0
2019-10-18,NFCX,NFC Indonesia Tbk.,3390.0
2019-10-18,NIKL,Pelat Timah Nusantara Tbk.,995.0
2019-10-18,NISP,Bank OCBC NISP Tbk.,850.0
2019-10-18,NRCA,Nusa Raya Cipta Tbk.,378.0
2019-10-18,NUSA,Sinergi Megah Internusa Tbk.,73.0
2019-10-18,NUSA-W,Waran Seri I Sinergi Megah Internusa Tbk,10.0
2019-10-18,NZIA,Nusantara Almazia Tbk.,1130.0
2019-10-18,NZIA-W,Waran Seri I Nusantara Almazia Tbk.,202.0
2019-10-18,OASA,Protech Mitra Perkasa Tbk.,302.0
2019-10-18,OKAS,Ancora Indonesia Resources Tbk.,198.0
2019-10-18,OPMS,Optima Prima Metal Sinergi Tbk.,248.0
2019-10-18,PADI,Minna Padi Investama Sekuritas Tbk.,710.0
2019-10-18,PALM,Provident Agro Tbk.,258.0
2019-10-18,PAMG,Bima Sakti Pertiwi Tbk.,136.0
2019-10-18,PANI,Pratama Abadi Nusa Industri Tbk.,98.0
2019-10-18,PANR,Panorama Sentrawisata Tbk.,372.0
2019-10-18,PANS,Panin Sekuritas Tbk.,1545.0
2019-10-18,PBID,Panca Budi Idaman Tbk.,1000.0
2019-10-18,PBRX,Pan Brothers Tbk.,760.0
2019-10-18,PBSA,Paramita Bangun Sarana Tbk.,302.0
