STK_CDAT,STK_CODE,STK_NAME,STK_FIRST
2020-01-24,ARTO,Bank Artos Indonesia Tbk.,3250.0
2020-01-24,ASBI,Asuransi Bintang Tbk.,212.0
2020-01-24,ASGR,Astra Graphia Tbk.,995.0
2020-01-24,ASII,Astra International Tbk.,7000.0
2020-01-24,ASJT,Asuransi Jasa Tania Tbk.,125.0
2020-01-24,ASMI,Asuransi Kresna Mitra Tbk.,1295.0
2020-01-24,ASRI,Alam Sutera Realty Tbk.,212.0
2020-01-24,ASRM,Asuransi Ramayana Tbk.,2020.0
2020-01-24,ASSA,Adi Sarana Armada Tbk.,610.0
2020-01-24,AUTO,Astra Otoparts Tbk.,1245.0
2020-01-24,BABP,Bank MNC Internasional Tbk.,50.0
2020-01-24,BABP-W4,Waran Seri V Bank MNC Internasional Tbk.,12.0
2020-01-24,BACA,Bank Capital Indonesia Tbk.,310.0
2020-01-24,BAJA,Saranacentral Bajatama Tbk.,80.0
2020-01-24,BALI,Bali Towerindo Sentra Tbk.,990.0
2020-01-24,BAPA,Bekasi Asri Pemula Tbk.,61.0
2020-01-24,BAPI,Bhakti Agung Propertindo Tbk.,50.0
2020-01-24,BAPI-W,Waran Seri I Bhakti Agung Propertindo Tb,6.0
2020-01-24,BBCA,Bank Central Asia Tbk.,34100.0
2020-01-24,BBKP,Bank Bukopin Tbk.,230.0
2020-01-24,BBNI,Bank Negara Indonesia (Persero) Tbk.,7600.0
2020-01-24,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,4730.0
2020-01-24,BBTN,Bank Tabungan Negara (Persero) Tbk.,2040.0
2020-01-24,BBYB,Bank Yudha Bhakti Tbk.,270.0
2020-01-24,BCAP,MNC Kapital Indonesia Tbk.,135.0
2020-01-24,BCIP,Bumi Citra Permai Tbk.,50.0
2020-01-24,BDMN,Bank Danamon Indonesia Tbk.,3840.0
2020-01-24,BEEF,Estika Tata Tiara Tbk.,416.0
2020-01-24,BEEF-W,Waran Seri I Estika Tata Tiara Tbk.,54.0
2020-01-24,BEKS,Bank Pembangunan Daerah Banten Tbk.,50.0
2020-01-24,BELL,Trisula Textile Industries Tbk.,535.0
2020-01-24,BEST,Bekasi Fajar Industrial Estate Tbk.,192.0
2020-01-24,BFIN,BFI Finance  Indonesia Tbk.,555.0
2020-01-24,BGTG,Bank Ganesha Tbk.,60.0
2020-01-24,BHIT,MNC Investama Tbk.,67.0
2020-01-24,BIKA,Binakarya Jaya Abadi Tbk.,195.0
2020-01-24,BINA,Bank Ina Perdana Tbk.,895.0
2020-01-24,BIPI,Astrindo Nusantara Infrastruktur Tbk.,50.0
2020-01-24,BIPI-W,Waran Seri II Astrindo Nusantara Infrast,9.0
2020-01-24,BIRD,Blue Bird Tbk.,2580.0
2020-01-24,BISI,BISI International Tbk.,1015.0
2020-01-24,BJBR,Bank Pembangunan Daerah Jawa Barat dan B,1060.0
2020-01-24,BJTM,Bank Pembangunan Daerah Jawa Timur Tbk.,630.0
2020-01-24,BKDP,Bukit Darmo Property Tbk,58.0
2020-01-24,BKSL,Sentul City Tbk.,72.0
2020-01-24,BKSL-W,Waran Seri I Sentul City Tbk.,16.0
2020-01-24,BLUE,Berkah Prima Perkasa Tbk.,496.0
2020-01-24,BMAS,Bank Maspion Indonesia Tbk.,314.0
2020-01-24,BMRI,Bank Mandiri (Persero) Tbk.,7825.0
2020-01-24,BMSR,Bintang Mitra Semestaraya Tbk,110.0
2020-01-24,BMTR,Global Mediacom Tbk.,360.0
2020-01-24,BNBA,Bank Bumi Arta Tbk.,320.0
2020-01-24,BNBR,Bakrie & Brothers Tbk,50.0
2020-01-24,BNGA,Bank CIMB Niaga Tbk.,935.0
2020-01-24,BNII,Bank Maybank Indonesia Tbk.,204.0
2020-01-24,BNLI,Bank Permata Tbk.,1210.0
2020-01-24,BOGA,Bintang Oto Global Tbk.,1355.0
2020-01-24,BOLA,Bali Bintang Sejahtera Tbk.,270.0
2020-01-24,BOLT,Garuda Metalindo Tbk.,855.0
2020-01-24,BOSS,Borneo Olah Sarana Sukses Tbk.,171.0
2020-01-24,BPTR,Batavia Prosperindo Trans Tbk.,92.0
2020-01-24,BRIS,Bank BRIsyariah Tbk.,308.0
2020-01-24,BRMS,Bumi Resources Minerals Tbk.,51.0
2020-01-24,BRPT,Barito Pacific Tbk.,1370.0
2020-01-24,BSDE,Bumi Serpong Damai Tbk.,1210.0
2020-01-24,BTEK,Bumi Teknokultura Unggul Tbk,50.0
2020-01-24,BTON,Betonjaya Manunggal Tbk.,199.0
2020-01-24,BTPN,Bank BTPN Tbk.,3090.0
2020-01-24,BTPS,Bank Tabungan Pensiunan Nasional Syariah,4770.0
2020-01-24,BUDI,Budi Starch & Sweetener Tbk.,99.0
2020-01-24,BUKK,Bukaka Teknik Utama Tbk.,1400.0
2020-01-24,BULL,Buana Lintas Lautan Tbk.,177.0
2020-01-24,BULL-W,Waran Seri II Buana Lintas Lautan Tbk.,80.0
2020-01-24,BULL-W2,Waran Seri IV Buana Lintas Lautan Tbk.,26.0
2020-01-24,BUMI,Bumi Resources Tbk.,61.0
2020-01-24,BUVA,Bukit Uluwatu Villa Tbk.,58.0
2020-01-24,BVIC,Bank Victoria International Tbk.,75.0
2020-01-24,BWPT,Eagle High Plantations Tbk.,136.0
2020-01-24,BYAN,Bayan Resources Tbk.,15175.0
2020-01-24,CAKK,Cahayaputra Asa Keramik Tbk.,63.0
2020-01-24,CAKK-W,Waran Seri I Cahayaputra Asa Keramik Tbk,22.0
2020-01-24,CAMP,Campina Ice Cream Industry Tbk.,350.0
2020-01-24,CANI,Capitol Nusantara Indonesia Tbk.,159.0
2020-01-24,CARS,Industri dan Perdagangan Bintraco Dharma,115.0
2020-01-24,CASA,Capital Financial Indonesia Tbk.,414.0
2020-01-24,CASS,Cardig Aero Services Tbk.,555.0
2020-01-24,CCSI,Communication Cable Systems Indonesia Tb,264.0
2020-01-24,CEKA,Wilmar Cahaya Indonesia Tbk.,1555.0
2020-01-24,CENT,Centratama Telekomunikasi Indonesia Tbk.,77.0
2020-01-24,CFIN,Clipan Finance Indonesia Tbk.,256.0
2020-01-24,CINT,Chitose Internasional Tbk.,260.0
2020-01-24,CITY-W,Waran Seri I Natura City Developments Tb,36.0
2020-01-24,CLAY,Citra Putra Realty Tbk.,2880.0
2020-01-24,CLEO,Sariguna Primatirta Tbk.,500.0
2020-01-24,CLPI,Colorpak Indonesia Tbk.,760.0
2020-01-24,CNKO,Exploitasi Energi Indonesia Tbk.,50.0
2020-01-24,CNTX,Century Textile Industry Tbk.,340.0
2020-01-24,COCO,Wahana Interfood Nusantara Tbk.,850.0
2020-01-24,COWL,Cowell Development Tbk.,50.0
2020-01-24,CPIN,Charoen Pokphand Indonesia Tbk,7150.0
2020-01-24,CPRI,Capri Nusa Satu Properti Tbk.,50.0
2020-01-24,CPRI-W,Waran Seri I Capri Nusa Satu Properti Tb,22.0
2020-01-24,CPRO,Central Proteina Prima Tbk.,50.0
2020-01-24,CSAP,Catur Sentosa Adiprana Tbk.,440.0
2020-01-24,CSIS,Cahayasakti Investindo Sukses Tbk.,93.0
2020-01-24,CSRA,Cisadane Sawit Raya Tbk.,404.0
2020-01-24,CTRA,Ciputra Development Tbk.,995.0
2020-01-24,CTTH,Citatah Tbk.,64.0
2020-01-24,DAYA,Duta Intidaya Tbk.,280.0
2020-01-24,DEAL,Dewata Freightinternational Tbk.,157.0
2020-01-24,DEFI,Danasupra Erapacific Tbk.,1890.0
2020-01-24,DEWA,Darma Henwa Tbk,50.0
2020-01-24,DFAM,Dafam Property Indonesia Tbk.,400.0
2020-01-24,DGIK,Nusa Konstruksi Enjiniring Tbk.,50.0
2020-01-24,DIGI,Arkadia Digital Media Tbk.,1720.0
2020-01-24,DILD,Intiland Development Tbk.,306.0
2020-01-24,DIVA,Distribusi Voucher Nusantara Tbk.,2560.0
2020-01-24,DKFT,Central Omega Resources Tbk.,136.0
2020-01-24,DMAS,Puradelta Lestari Tbk.,274.0
2020-01-24,DMMX,Digital Mediatama Maxima Tbk.,230.0
2020-01-24,DMND,Diamond Food Indonesia Tbk.,1560.0
2020-01-24,DNET,Indoritel Makmur Internasional Tbk.,3060.0
2020-01-24,DOID,Delta Dunia Makmur Tbk.,260.0
2020-01-24,DPUM,Dua Putra Utama Makmur Tbk.,108.0
2020-01-24,DSFI,Dharma Samudera Fishing Industries Tbk.,100.0
2020-01-24,DSNG,Dharma Satya Nusantara Tbk.,442.0
2020-01-24,DUCK,Jaya Bersama Indo Tbk.,1240.0
2020-01-24,DVLA,Darya-Varia Laboratoria Tbk.,2180.0
2020-01-24,DWGL,Dwi Guna Laksana Tbk.,260.0
2020-01-24,DWGL-W,Waran Seri I Dwi Guna Laksana Tbk.,84.0
2020-01-24,DYAN,Dyandra Media International Tbk.,73.0
2020-01-24,EAST,Eastparc Hotel Tbk.,93.0
2020-01-24,EAST-W,Waran Seri I Eastparc Hotel Tbk.,15.0
2020-01-24,EKAD,Ekadharma International Tbk.,1100.0
2020-01-24,ELSA,Elnusa Tbk.,288.0
2020-01-24,ELTY,Bakrieland Development Tbk.,50.0
2020-01-24,EMDE,Megapolitan Developments Tbk.,222.0
2020-01-24,ENRG,Energi Mega Persada Tbk.,50.0
2020-01-24,ENVY,Envy Technologies Indonesia Tbk.,440.0
2020-01-24,EPMT,Enseval Putera Megatrading Tbk.,1825.0
2020-01-24,ERAA,Erajaya Swasembada Tbk.,1695.0
2020-01-24,ESIP,Sinergi Inti Plastindo Tbk.,274.0
2020-01-24,ESIP-W,Waran Seri I Sinergi Inti Plastindo Tbk.,27.0
2020-01-24,ESSA,Surya Esa Perkasa Tbk.,244.0
2020-01-24,ESTI,Ever Shine Tex Tbk.,52.0
2020-01-24,ETWA,Eterindo Wahanatama Tbk,60.0
2020-01-24,EXCL,XL Axiata Tbk.,3200.0
2020-01-24,FAST,Fast Food Indonesia Tbk.,2470.0
2020-01-24,FASW,Fajar Surya Wisesa Tbk.,7250.0
2020-01-24,FILM,MD Pictures Tbk.,220.0
2020-01-24,FIRE,Alfa Energi Investama Tbk.,226.0
2020-01-24,FISH,FKS Multi Agro Tbk.,2760.0
2020-01-24,FITT,Hotel Fitra International Tbk.,87.0
2020-01-24,FITT-W,Waran Seri I Hotel Fitra International T,60.0
2020-01-24,FOOD,Sentra Food Indonesia Tbk.,110.0
2020-01-24,FORZ,Forza Land Indonesia Tbk.,50.0
2020-01-24,FPNI,Lotte Chemical Titan Tbk.,95.0
2020-01-24,FREN,Smartfren Telecom Tbk.,125.0
2020-01-24,FREN-W,Waran Seri II Smartfren Telecom Tbk.,74.0
2020-01-24,FUJI,Fuji Finance Indonesia Tbk.,105.0
2020-01-24,GAMA,Gading Development Tbk.,50.0
2020-01-24,GDST,Gunawan Dianjaya Steel Tbk.,84.0
2020-01-24,GEMA,Gema Grahasarana Tbk.,344.0
2020-01-24,GGRM,Gudang Garam Tbk.,57500.0
2020-01-24,GGRP,Gunung Raja Paksi Tbk.,474.0
2020-01-24,GHON,Gihon Telekomunikasi Indonesia Tbk.,1225.0
2020-01-24,GIAA,Garuda Indonesia (Persero) Tbk.,424.0
2020-01-24,GJTL,Gajah Tunggal Tbk.,535.0
2020-01-24,GLOB,Global Teleshop Tbk.,408.0
2020-01-24,GLVA,Galva Technologies Tbk.,252.0
2020-01-24,GMFI,Garuda Maintenance Facility Aero Asia Tb,121.0
2020-01-24,GMTD,Gowa Makassar Tourism Development Tbk.,18900.0
2020-01-24,GOLD,Visi Telekomunikasi Infrastruktur Tbk.,222.0
2020-01-24,GOOD,Garudafood Putra Putri Jaya Tbk.,1390.0
2020-01-24,GPRA,Perdana Gapuraprima Tbk.,61.0
2020-01-24,GTBO,Garda Tujuh Buana Tbk,136.0
2020-01-24,GWSA,Greenwood Sejahtera Tbk.,141.0
2020-01-24,GZCO,Gozco Plantations Tbk.,50.0
2020-01-24,HDFA,Radana Bhaskara Finance Tbk.,112.0
2020-01-24,HDIT,Hensel Davest Indonesia Tbk.,650.0
2020-01-24,HEAL,Medikaloka Hermina Tbk.,3400.0
2020-01-24,HELI,Jaya Trishindo Tbk.,190.0
2020-01-24,HERO,Hero Supermarket Tbk.,825.0
2020-01-24,HEXA,Hexindo Adiperkasa Tbk.,3330.0
2020-01-24,HITS,Humpuss Intermoda Transportasi Tbk.,650.0
2020-01-24,HKMU,HK Metals Utama Tbk.,197.0
2020-01-24,HMSP,H.M. Sampoerna Tbk.,2170.0
2020-01-24,HOKI,Buyung Poetra Sembada Tbk.,880.0
2020-01-24,HOKI-W,Waran Seri I Buyung Poetra Sembada Tbk.,620.0
2020-01-24,HOME,Hotel Mandarine Regency Tbk.,50.0
2020-01-24,HOTL,Saraswati Griya Lestari Tbk.,111.0
2020-01-24,HRME,Menteng Heritage Realty Tbk.,1040.0
2020-01-24,HRTA,Hartadinata Abadi Tbk.,250.0
2020-01-24,HRUM,Harum Energy Tbk.,1350.0
2020-01-24,IATA,Indonesia Transport & Infrastructure Tbk,50.0
2020-01-24,IBFN,Intan Baruprana Finance Tbk.,312.0
2020-01-24,IBFN-W,Waran Seri I Intan Baruprana Finance Tbk,22.0
2020-01-24,ICBP,Indofood CBP Sukses Makmur Tbk.,11675.0
2020-01-24,ICON,Island Concepts Indonesia Tbk.,71.0
2020-01-24,IDPR,Indonesia Pondasi Raya Tbk.,338.0
2020-01-24,IFII,Indonesia Fibreboard Industry Tbk.,204.0
2020-01-24,IFSH,Ifishdeco Tbk.,500.0
2020-01-24,IGAR,Champion Pacific Indonesia Tbk.,324.0
2020-01-24,IKAI,Intikeramik Alamasri Industri Tbk.,55.0
2020-01-24,IKBI,Sumi Indo Kabel Tbk.,270.0
2020-01-24,IMAS,Indomobil Sukses Internasional Tbk.,1090.0
2020-01-24,IMJS,Indomobil Multi Jasa Tbk.,276.0
2020-01-24,IMPC,Impack Pratama Industri Tbk.,1110.0
2020-01-24,INAF,Indofarma (Persero) Tbk.,825.0
2020-01-24,INCF,Indo Komoditi Korpora Tbk.,51.0
2020-01-24,INCI,Intanwijaya Internasional Tbk,420.0
2020-01-24,INCO,Vale Indonesia Tbk.,3290.0
2020-01-24,INDF,Indofood Sukses Makmur Tbk.,8075.0
2020-01-24,INDO,Royalindo Investa Wijaya Tbk.,147.0
2020-01-24,INDO-W,Waran Seri I Royalindo Investa Wijaya Tb,77.0
2020-01-24,INDR,Indo-Rama Synthetics Tbk.,2410.0
2020-01-24,INDS,Indospring Tbk.,2220.0
2020-01-24,INDY,Indika Energy Tbk.,1100.0
2020-01-24,INKP,Indah Kiat Pulp & Paper Tbk.,7925.0
2020-01-24,INOV,Inocycle Technology Group Tbk.,306.0
2020-01-24,INPC,Bank Artha Graha Internasional Tbk.,58.0
2020-01-24,INPC-W,Waran Seri I Bank Artha Graha Internasio,7.0
2020-01-24,INPP,Indonesian Paradise Property Tbk.,940.0
2020-01-24,INPS,Indah Prakasa Sentosa Tbk.,4020.0
2020-01-24,INTA,Intraco Penta Tbk.,446.0
2020-01-24,INTP,Indocement Tunggal Prakarsa Tbk.,18625.0
2020-01-24,IPCC,Indonesia Kendaraan Terminal Tbk.,580.0
2020-01-24,IPCM,Jasa Armada Indonesia Tbk.,170.0
2020-01-24,IPOL,Indopoly Swakarsa Industry Tbk.,80.0
2020-01-24,IPTV,MNC Vision Networks Tbk.,416.0
2020-01-24,IPTV-W,Waran Seri I MNC Vision Networks Tbk.,110.0
2020-01-24,IRRA,Itama Ranoraya Tbk.,685.0
2020-01-24,ISAT,Indosat Tbk.,2410.0
2020-01-24,ISSP,Steel Pipe Industry of Indonesia Tbk.,186.0
2020-01-24,ITIC,Indonesian Tobacco Tbk.,2630.0
2020-01-24,ITMA,Sumber Energi Andalan Tbk.,515.0
2020-01-24,ITMA-W,Waran Seri I Sumber Energi Andalan Tbk.,50.0
2020-01-24,ITMG,Indo Tambangraya Megah Tbk.,11875.0
2020-01-24,JAST,Jasnita Telekomindo Tbk.,1680.0
2020-01-24,JAYA,Armada Berjaya Trans Tbk.,75.0
2020-01-24,JAYA-W,Waran Seri I Armada Berjaya Trans Tbk.,21.0
2020-01-24,JECC,Jembo Cable Company Tbk.,5700.0
2020-01-24,JIHD,Jakarta International Hotels & Developme,625.0
2020-01-24,JPFA,Japfa Comfeed Indonesia Tbk.,1580.0
2020-01-24,JRPT,Jaya Real Property Tbk.,565.0
2020-01-24,JSKY,Sky Energy Indonesia Tbk.,190.0
2020-01-24,JSMR,Jasa Marga (Persero) Tbk.,4930.0
2020-01-24,JTPE,Jasuindo Tiga Perkasa Tbk.,965.0
2020-01-24,KAEF,Kimia Farma (Persero) Tbk.,1100.0
2020-01-24,KARW,ICTSI Jasa Prima Tbk.,63.0
2020-01-24,KAYU,Darmi Bersaudara Tbk.,80.0
2020-01-24,KBLI,KMI Wire & Cable Tbk.,476.0
2020-01-24,KBLM,Kabelindo Murni Tbk.,266.0
2020-01-24,KEEN,Kencana Energi Lestari Tbk.,438.0
2020-01-24,KEJU,Mulia Boga Raya Tbk.,840.0
2020-01-24,KIAS,Keramika Indonesia Assosiasi Tbk.,65.0
2020-01-24,KICI,Kedaung Indah Can Tbk,250.0
2020-01-24,KIJA,Kawasan Industri Jababeka Tbk.,296.0
2020-01-24,KINO,Kino Indonesia Tbk.,2930.0
2020-01-24,KIOS,Kioson Komersial Indonesia Tbk.,420.0
2020-01-24,KJEN,Krida Jaringan Nusantara Tbk.,2020.0
2020-01-24,KKGI,Resource Alam Indonesia Tbk.,240.0
2020-01-24,KLBF,Kalbe Farma Tbk.,1560.0
2020-01-24,KOBX,Kobexindo Tractors Tbk.,117.0
2020-01-24,KONI,Perdana Bangun Pusaka Tbk,580.0
2020-01-24,KOTA,DMS Propertindo Tbk.,605.0
2020-01-24,KOTA-W,Waran Seri I DMS Propertindo Tbk.,342.0
2020-01-24,KPAL,Steadfast Marine Tbk.,197.0
2020-01-24,KPAS,Cottonindo Ariesta Tbk.,63.0
2020-01-24,KPAS-W,Waran Seri I Cottonindo Ariesta Tbk.,28.0
2020-01-24,KPIG,MNC Land Tbk.,129.0
2020-01-24,KRAH,Grand Kartech Tbk.,1560.0
2020-01-24,KRAS,Krakatau Steel (Persero) Tbk.,270.0
2020-01-24,KREN,Kresna Graha Investama Tbk.,474.0
2020-01-24,LAND,Trimitra Propertindo Tbk.,825.0
2020-01-24,LAPD,Leyand International Tbk.,50.0
2020-01-24,LCKM,LCK Global Kedaton Tbk.,330.0
2020-01-24,LEAD,Logindo Samudramakmur Tbk.,50.0
2020-01-24,LIFE,Asuransi Jiwa Sinarmas MSIG Tbk.,5800.0
2020-01-24,LINK,Link Net Tbk.,3780.0
2020-01-24,LION,Lion Metal Works Tbk.,494.0
2020-01-24,LMAS,Limas Indonesia Makmur Tbk,135.0
2020-01-24,LMPI,Langgeng Makmur Industri Tbk.,96.0
2020-01-24,LMSH,Lionmesh Prima Tbk.,444.0
2020-01-24,LPCK,Lippo Cikarang Tbk,870.0
2020-01-24,LPIN,Multi Prima Sejahtera Tbk,288.0
2020-01-24,LPKR,Lippo Karawaci Tbk.,236.0
2020-01-24,LPLI,Star Pacific Tbk,86.0
2020-01-24,LPPF,Matahari Department Store Tbk.,3870.0
2020-01-24,LPPS,Lippo Securities Tbk.,79.0
2020-01-24,LRNA,Eka Sari Lorena Transport Tbk.,167.0
2020-01-24,LSIP,PP London Sumatra Indonesia Tbk.,1240.0
2020-01-24,LTLS,Lautan Luas Tbk.,620.0
2020-01-24,LUCK,Sentral Mitra Informatika Tbk.,600.0
2020-01-24,MAIN,Malindo Feedmill Tbk.,930.0
2020-01-24,MAMI,Mas Murni Indonesia Tbk,50.0
2020-01-24,MAMI-W,Waran Seri I Mas Murni Indonesia Tbk.,16.0
2020-01-24,MAPA,Map Aktif Adiperkasa Tbk.,4620.0
2020-01-24,MAPB,MAP Boga Adiperkasa Tbk.,1660.0
2020-01-24,MAPI,Mitra Adiperkasa Tbk.,1010.0
2020-01-24,MARI,Mahaka Radio Integra Tbk.,189.0
2020-01-24,MARK,Mark Dynamics Indonesia Tbk.,456.0
2020-01-24,MASA,Multistrada Arah Sarana Tbk.,472.0
2020-01-24,MBAP,Mitrabara Adiperdana Tbk.,1960.0
2020-01-24,MBSS,Mitrabahtera Segara Sejati Tbk.,416.0
2020-01-24,MBTO,Martina Berto Tbk.,100.0
2020-01-24,MCAS,M Cash Integrasi Tbk.,2380.0
2020-01-24,MCOR,Bank China Construction Bank Indonesia T,134.0
2020-01-24,MDIA,Intermedia Capital Tbk.,50.0
2020-01-24,MDKA,Merdeka Copper Gold Tbk.,1195.0
2020-01-24,MDKI,Emdeki Utama Tbk.,192.0
2020-01-24,MDLN,Modernland Realty Tbk.,192.0
2020-01-24,MEDC,Medco Energi Internasional Tbk.,755.0
2020-01-24,MEDC-W,Waran Seri I Medco Energi Internasional,169.0
2020-01-24,MEGA,Bank Mega Tbk.,5150.0
2020-01-24,MERK,Merck Tbk.,2780.0
2020-01-24,META,Nusantara Infrastructure Tbk.,183.0
2020-01-24,MFIN,Mandala Multifinance Tbk.,1250.0
2020-01-24,MFMI,Multifiling Mitra Indonesia Tbk.,444.0
2020-01-24,MGRO,Mahkota Group Tbk.,850.0
2020-01-24,MICE,Multi Indocitra Tbk.,358.0
2020-01-24,MIDI,Midi Utama Indonesia Tbk.,1300.0
2020-01-24,MIKA,Mitra Keluarga Karyasehat Tbk.,2550.0
2020-01-24,MKNT,Mitra Komunikasi Nusantara Tbk.,50.0
2020-01-24,MLBI,Multi Bintang Indonesia Tbk.,15625.0
2020-01-24,MLIA,Mulia Industrindo Tbk,555.0
2020-01-24,MLPL,Multipolar Tbk.,78.0
2020-01-24,MLPT,Multipolar Technology Tbk.,398.0
2020-01-24,MMLP,Mega Manunggal Property Tbk.,179.0
2020-01-24,MNCN,Media Nusantara Citra Tbk.,1705.0
2020-01-24,MOLI,Madusari Murni Indah Tbk.,1000.0
2020-01-24,MPMX,Mitra Pinasthika Mustika Tbk.,660.0
2020-01-24,MPOW,Megapower Makmur Tbk.,95.0
2020-01-24,MPPA,Matahari Putra Prima Tbk.,133.0
2020-01-24,MPRO,Maha Properti Indonesia Tbk.,2000.0
2020-01-24,MRAT,Mustika Ratu Tbk.,167.0
2020-01-24,MREI,Maskapai Reasuransi Indonesia Tbk.,4100.0
2020-01-24,MSIN,MNC Studios International Tbk.,408.0
2020-01-24,MSKY,MNC Sky Vision Tbk.,1300.0
2020-01-24,MTDL,Metrodata Electronics Tbk.,1810.0
2020-01-24,MTFN,Capitalinc Investment Tbk.,50.0
2020-01-24,MTPS,Meta Epsi Tbk.,550.0
2020-01-24,MTRA,Mitra Pemuda Tbk.,262.0
2020-01-24,MTSM,Metro Realty Tbk.,190.0
2020-01-24,MTWI,Malacca Trust Wuwungan Insurance Tbk.,70.0
2020-01-24,MYOH,Samindo Resources Tbk.,1220.0
2020-01-24,MYOR,Mayora Indah Tbk.,1975.0
2020-01-24,MYTX,Asia Pacific Investama Tbk.,53.0
2020-01-24,NASA,Ayana Land International Tbk.,580.0
2020-01-24,NATO,Nusantara Properti Internasional Tbk.,1125.0
2020-01-24,NATO-W,Waran Seri I Nusantara Properti Internas,900.0
2020-01-24,NFCX,NFC Indonesia Tbk.,2800.0
2020-01-24,NICK,Charnic Capital Tbk.,302.0
2020-01-24,NIKL,Pelat Timah Nusantara Tbk.,705.0
2020-01-24,NIRO,City Retail Developments Tbk.,130.0
2020-01-24,NOBU,Bank Nationalnobu Tbk.,950.0
2020-01-24,NRCA,Nusa Raya Cipta Tbk.,350.0
2020-01-24,NUSA,Sinergi Megah Internusa Tbk.,50.0
2020-01-24,NUSA-W,Waran Seri I Sinergi Megah Internusa Tbk,6.0
2020-01-24,NZIA,Nusantara Almazia Tbk.,580.0
2020-01-24,NZIA-W,Waran Seri I Nusantara Almazia Tbk.,115.0
2020-01-24,OASA,Protech Mitra Perkasa Tbk.,378.0
2020-01-24,OCAP,Onix Capital Tbk.,150.0
2020-01-24,OKAS,Ancora Indonesia Resources Tbk.,190.0
2020-01-24,OMRE,Indonesia Prima Property Tbk,1155.0
2020-01-24,OPMS,Optima Prima Metal Sinergi Tbk.,101.0
2020-01-24,PADI,Minna Padi Investama Sekuritas Tbk.,50.0
2020-01-24,PALM,Provident Agro Tbk.,200.0
2020-01-24,PAMG,Bima Sakti Pertiwi Tbk.,140.0
2020-01-24,PANI,Pratama Abadi Nusa Industri Tbk.,92.0
2020-01-24,PANR,Panorama Sentrawisata Tbk.,324.0
2020-01-24,PANS,Panin Sekuritas Tbk.,1350.0
2020-01-24,PBID,Panca Budi Idaman Tbk.,1000.0
2020-01-24,PBRX,Pan Brothers Tbk.,274.0
2020-01-24,PBSA,Paramita Bangun Sarana Tbk.,710.0
2020-01-24,PCAR,Prima Cakrawala Abadi Tbk.,324.0
2020-01-24,PDES,Destinasi Tirta Nusantara Tbk,900.0
2020-01-24,PEGE,Panca Global Kapital Tbk.,139.0
2020-01-24,PEHA,Phapros Tbk.,1010.0
2020-01-24,PGAS,Perusahaan Gas Negara Tbk.,1915.0
2020-01-24,PGJO,Tourindo Guide Indonesia Tbk.,100.0
2020-01-24,PICO,Pelangi Indah Canindo Tbk,750.0
2020-01-24,PJAA,Pembangunan Jaya Ancol Tbk.,920.0
