STK_DATE,STK_CODE,STK_NAME,STK_PREV,STK_HIGH,STK_LOW,STK_CLOS,STK_VOLM,STK_AMNT,STK_INDX,STK_PIDX,STK_ASKP,STK_ASKV,STK_ASKF,STK_BIDP,STK_BIDV,STK_BIDF,STK_FHIG,STK_FLOW,STK_FCLO,STK_OPEN
2020-05-29,AALI,Astra Agro Lestari Tbk.,7225.0,7400.0,7100.0,7400.0,11900200,87790895000.0,601.158,0.0,7400.0,54700,J,7375.0,1200,B,3.85,2.26,1.06,0.0
2020-05-29,ABBA,Mahaka Media Tbk.,50.0,50.0,50.0,50.0,96200,4810000.0,87.72,0.0,50.0,6897500,J,0.0,0,B,3.85,2.26,1.06,0.0
2020-05-29,ABDA,Asuransi Bina Dana Arta Tbk.,5750.0,0.0,0.0,5750.0,0,0.0,1312.729,0.0,5750.0,2300,J,0.0,0,B,3.85,2.26,1.06,0.0
2020-05-29,ABMM,ABM Investama Tbk.,1495.0,1485.0,1485.0,1485.0,100,148500.0,39.6,0.0,1485.0,8300,J,1395.0,1100,B,3.85,2.26,1.06,0.0
2020-05-29,ACES,Ace Hardware Indonesia Tbk.,1490.0,1555.0,1440.0,1555.0,31227300,47586255000.0,1896.342,0.0,1560.0,24600,J,1555.0,922500,B,3.85,2.26,1.06,0.0
2020-05-29,ACST,Acset Indonusa Tbk.,246.0,252.0,242.0,244.0,990700,241704600.0,10.247,0.0,244.0,439200,J,242.0,108100,B,3.85,2.26,1.06,0.0
2020-05-29,ADES,Akasha Wira International Tbk.,940.0,985.0,920.0,960.0,102500,95764500.0,49.871,0.0,960.0,23400,J,930.0,1800,B,3.85,2.26,1.06,0.0
2020-05-29,ADHI,Adhi Karya (Persero) Tbk.,530.0,530.0,500.0,500.0,35426600,17952971000.0,392.672,0.0,500.0,5484500,J,498.0,2023100,B,3.85,2.26,1.06,0.0
2020-05-29,ADMF,Adira Dinamika Multi Finance Tbk.,6575.0,6600.0,6525.0,6600.0,187700,1233887500.0,283.871,0.0,6625.0,2400,J,6600.0,200,B,3.85,2.26,1.06,0.0
2020-05-29,ADMG,Polychem Indonesia Tbk,94.0,96.0,90.0,91.0,1527200,140046700.0,8.123,0.0,92.0,500,J,91.0,206800,B,3.85,2.26,1.06,0.0
