STK_CDAT,STK_CODE,STK_NAME,STK_FIRST
2019-10-22,AALI,Astra Agro Lestari Tbk.,10325.0
2019-10-22,ABBA,Mahaka Media Tbk.,220.0
2019-10-22,ABMM,ABM Investama Tbk.,1550.0
2019-10-22,ACES,Ace Hardware Indonesia Tbk.,1880.0
2019-10-22,ACST,Acset Indonusa Tbk.,1140.0
2019-10-22,ADES,Akasha Wira International Tbk.,1065.0
2019-10-22,ADHI,Adhi Karya (Persero) Tbk.,1300.0
2019-10-22,ADMF,Adira Dinamika Multi Finance Tbk.,10800.0
2019-10-22,ADMG,Polychem Indonesia Tbk,202.0
2019-10-22,ADRO,Adaro Energy Tbk.,1365.0
2019-10-22,AGII,Aneka Gas Industri Tbk.,600.0
2019-10-22,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,218.0
2019-10-22,AGRS,Bank IBK Indonesia Tbk.,194.0
2019-10-22,AHAP,Asuransi Harta Aman Pratama Tbk.,64.0
2019-10-22,AKKU,Anugerah Kagum Karya Utama Tbk.,50.0
2019-10-22,AKRA,AKR Corporindo Tbk.,4080.0
2019-10-22,AKSI,Majapahit Inti Corpora Tbk.,805.0
2019-10-22,ALDO,Alkindo Naratama Tbk.,378.0
2019-10-22,ALKA,Alakasa Industrindo Tbk,442.0
2019-10-22,AMAG,Asuransi Multi Artha Guna Tbk.,308.0
2019-10-22,AMFG,Asahimas Flat Glass Tbk.,4010.0
2019-10-22,AMIN,Ateliers Mecaniques D Indonesie Tbk.,324.0
2019-10-22,AMRT,Sumber Alfaria Trijaya Tbk.,935.0
2019-10-22,ANDI,Andira Agro Tbk.,1495.0
2019-10-22,ANJT,Austindo Nusantara Jaya Tbk.,815.0
2019-10-22,ANTM,Aneka Tambang Tbk.,920.0
2019-10-22,APEX,Apexindo Pratama Duta Tbk.,505.0
2019-10-22,APIC,Pacific Strategic Financial Tbk.,740.0
2019-10-22,APII,Arita Prima Indonesia Tbk.,190.0
2019-10-22,APLI,Asiaplast Industries Tbk.,90.0
2019-10-22,APLN,Agung Podomoro Land Tbk.,230.0
2019-10-22,APOL-W2,Waran Seri II Arpeni Pratama Ocean Line,31.0
2019-10-22,ARII,Atlas Resources Tbk.,645.0
2019-10-22,ARKA,Arkha Jayanti Persada Tbk.,1715.0
2019-10-22,ARMY,Armidian Karyatama Tbk.,214.0
2019-10-22,ARNA,Arwana Citramulia Tbk.,515.0
2019-10-22,ARTA,Arthavest Tbk,376.0
2019-10-22,ARTI,Ratu Prabu Energi Tbk,50.0
2019-10-22,ASBI,Asuransi Bintang Tbk.,322.0
2019-10-22,ASDM,Asuransi Dayin Mitra Tbk.,1030.0
2019-10-22,ASGR,Astra Graphia Tbk.,985.0
2019-10-22,ASII,Astra International Tbk.,6750.0
2019-10-22,ASJT,Asuransi Jasa Tania Tbk.,189.0
2019-10-22,ASMI,Asuransi Kresna Mitra Tbk.,965.0
2019-10-22,ASRI,Alam Sutera Realty Tbk.,284.0
2019-10-22,ASSA,Adi Sarana Armada Tbk.,775.0
2019-10-22,AUTO,Astra Otoparts Tbk.,1140.0
2019-10-22,BABP,Bank MNC Internasional Tbk.,51.0
2019-10-22,BABP-W3,Waran Seri IV Bank MNC Internasional Tbk,42.0
2019-10-22,BACA,Bank Capital Indonesia Tbk.,268.0
2019-10-22,BAJA,Saranacentral Bajatama Tbk.,80.0
2019-10-22,BALI,Bali Towerindo Sentra Tbk.,1295.0
2019-10-22,BAPA,Bekasi Asri Pemula Tbk.,87.0
2019-10-22,BAPI,Bhakti Agung Propertindo Tbk.,50.0
2019-10-22,BAPI-W,Waran Seri I Bhakti Agung Propertindo Tb,7.0
2019-10-22,BATA,Sepatu Bata Tbk.,710.0
2019-10-22,BAYU,Bayu Buana Tbk,1350.0
2019-10-22,BBCA,Bank Central Asia Tbk.,31350.0
2019-10-22,BBHI,Bank Harda Internasional Tbk.,180.0
2019-10-22,BBKP,Bank Bukopin Tbk.,272.0
2019-10-22,BBMD,Bank Mestika Dharma Tbk.,2430.0
2019-10-22,BBNI,Bank Negara Indonesia (Persero) Tbk.,7425.0
2019-10-22,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,4080.0
2019-10-22,BBTN,Bank Tabungan Negara (Persero) Tbk.,1925.0
2019-10-22,BBYB,Bank Yudha Bhakti Tbk.,300.0
2019-10-22,BCAP,MNC Kapital Indonesia Tbk.,148.0
2019-10-22,BCIP,Bumi Citra Permai Tbk.,83.0
2019-10-22,BDMN,Bank Danamon Indonesia Tbk.,4630.0
2019-10-22,BEEF,Estika Tata Tiara Tbk.,350.0
2019-10-22,BEEF-W,Waran Seri I Estika Tata Tiara Tbk.,39.0
2019-10-22,BEKS,Bank Pembangunan Daerah Banten Tbk.,50.0
2019-10-22,BELL,Trisula Textile Industries Tbk.,520.0
2019-10-22,BEST,Bekasi Fajar Industrial Estate Tbk.,278.0
2019-10-22,BFIN,BFI Finance  Indonesia Tbk.,580.0
2019-10-22,BGTG,Bank Ganesha Tbk.,68.0
2019-10-22,BHIT,MNC Investama Tbk.,73.0
2019-10-22,BIKA,Binakarya Jaya Abadi Tbk.,206.0
2019-10-22,BIMA,Primarindo Asia Infrastructure Tbk.,50.0
2019-10-22,BINA,Bank Ina Perdana Tbk.,835.0
2019-10-22,BIPI,Astrindo Nusantara Infrastruktur Tbk.,50.0
2019-10-22,BIPI-W,Waran Seri II Astrindo Nusantara Infrast,13.0
2019-10-22,BIPP,Bhuwanatala Indah Permai Tbk.,76.0
2019-10-22,BIRD,Blue Bird Tbk.,2330.0
2019-10-22,BISI,BISI International Tbk.,1350.0
2019-10-22,BJBR,Bank Pembangunan Daerah Jawa Barat dan B,1845.0
2019-10-22,BJTM,Bank Pembangunan Daerah Jawa Timur Tbk.,675.0
