STK_DATE,STK_CODE,STK_NAME,STK_PREV,STK_HIGH,STK_LOW,STK_CLOS,STK_VOLM,STK_AMNT,STK_INDX,STK_PIDX,STK_ASKP,STK_ASKV,STK_ASKF,STK_BIDP,STK_BIDV,STK_BIDF,STK_FHIG,STK_FLOW,STK_FCLO,STK_OPEN
2019-10-18,AALI,Astra Agro Lestari Tbk.,10575.0,10625.0,10150.0,10150.0,793400,8146727500.0,824.561,0.0,10400.0,31000,J,10150.0,634800,B,3.85,2.26,1.06,0.0
2019-10-18,ABBA,Mahaka Media Tbk.,182.0,194.0,177.0,183.0,171279900,31932803200.0,321.053,0.0,184.0,861900,J,183.0,325500,B,3.85,2.26,1.06,0.0
2019-10-18,ABDA,Asuransi Bina Dana Arta Tbk.,6975.0,6975.0,6975.0,6975.0,100,697500.0,1592.397,0.0,6975.0,3100,J,5600.0,100,B,3.85,2.26,1.06,0.0
2019-10-18,ABMM,ABM Investama Tbk.,1510.0,1535.0,1535.0,1535.0,100,153500.0,40.934,0.0,1510.0,1200,J,1420.0,200,B,3.85,2.26,1.06,0.0
2019-10-18,ACES,Ace Hardware Indonesia Tbk.,1855.0,1890.0,1860.0,1880.0,12226600,22935142500.0,2292.683,0.0,1880.0,8452900,J,1875.0,19800,B,3.85,2.26,1.06,0.0
2019-10-18,ACST,Acset Indonusa Tbk.,1135.0,1155.0,1120.0,1135.0,500800,571883500.0,47.664,0.0,1135.0,42100,J,1120.0,1100,B,3.85,2.26,1.06,0.0
2019-10-18,ADES,Akasha Wira International Tbk.,1060.0,1070.0,1050.0,1060.0,19400,20465000.0,55.065,0.0,1060.0,4800,J,1050.0,1000,B,3.85,2.26,1.06,0.0
2019-10-18,ADHI,Adhi Karya (Persero) Tbk.,1255.0,1310.0,1250.0,1310.0,13786000,17726250500.0,1028.799,0.0,1310.0,2335100,J,1285.0,900,B,3.85,2.26,1.06,0.0
2019-10-18,ADMF,Adira Dinamika Multi Finance Tbk.,10675.0,10675.0,10575.0,10675.0,337800,3579277500.0,459.14,0.0,10675.0,300,J,10575.0,900,B,3.85,2.26,1.06,0.0
2019-10-18,ADMG,Polychem Indonesia Tbk,206.0,208.0,199.0,199.0,983900,199185700.0,17.763,0.0,200.0,231000,J,199.0,242200,B,3.85,2.26,1.06,0.0
2019-10-18,ADRO,Adaro Energy Tbk.,1320.0,1350.0,1310.0,1310.0,27499200,36430409500.0,119.091,0.0,1315.0,201400,J,1310.0,4391400,B,3.85,2.26,1.06,1320.0
2019-10-18,AGII,Aneka Gas Industri Tbk.,605.0,620.0,600.0,615.0,18500,11341500.0,55.91,0.0,615.0,179300,J,605.0,8700,B,3.85,2.26,1.06,0.0
2019-10-18,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,214.0,216.0,214.0,216.0,1002600,215596600.0,352.896,0.0,216.0,421700,J,214.0,302600,B,3.85,2.26,1.06,0.0
2019-10-18,AGRS,Bank IBK Indonesia Tbk.,178.0,178.0,174.0,175.0,48100,8450200.0,159.091,0.0,179.0,1400,J,175.0,53300,B,3.85,2.26,1.06,0.0
2019-10-18,AHAP,Asuransi Harta Aman Pratama Tbk.,68.0,69.0,66.0,68.0,839400,56781400.0,256.382,0.0,68.0,88100,J,67.0,33300,B,3.85,2.26,1.06,0.0
2019-10-18,AIMS,Akbar Indo Makmur Stimec Tbk,180.0,0.0,0.0,180.0,0,0.0,144.0,0.0,0.0,0,J,0.0,0,B,3.85,2.26,1.06,0.0
2019-10-18,AISA,Tiga Pilar Sejahtera Food Tbk.,168.0,0.0,0.0,168.0,0,0.0,20.449,0.0,0.0,0,J,0.0,0,B,3.85,2.26,1.06,0.0
2019-10-18,AKKU,Anugerah Kagum Karya Utama Tbk.,50.0,50.0,50.0,50.0,17100,855000.0,75.894,0.0,50.0,50354900,J,0.0,0,B,3.85,2.26,1.06,0.0
2019-10-18,AKPI,Argha Karya Prima Industry Tbk.,396.0,396.0,396.0,396.0,600,237600.0,52.237,0.0,404.0,500,J,396.0,5900,B,3.85,2.26,1.06,0.0
2019-10-18,AKRA,AKR Corporindo Tbk.,4240.0,4250.0,4170.0,4180.0,8899400,37411709000.0,3331.448,0.0,4220.0,100,J,4180.0,135200,B,3.85,2.26,1.06,4250.0
2019-10-18,AKSI,Majapahit Inti Corpora Tbk.,800.0,810.0,800.0,810.0,2609200,2102873000.0,405.0,0.0,810.0,339700,J,805.0,135700,B,3.85,2.26,1.06,0.0
2019-10-18,ALDO,Alkindo Naratama Tbk.,378.0,430.0,380.0,380.0,18700,7180000.0,278.505,0.0,380.0,7500,J,378.0,3000,B,3.85,2.26,1.06,0.0
2019-10-18,ALKA,Alakasa Industrindo Tbk,430.0,434.0,372.0,434.0,800,340200.0,73.064,0.0,446.0,400,J,434.0,2200,B,3.85,2.26,1.06,0.0
2019-10-18,ALMI,Alumindo Light Metal Industry Tbk.,336.0,370.0,336.0,360.0,1300,464200.0,55.385,0.0,360.0,6900,J,336.0,2200,B,3.85,2.26,1.06,0.0
2019-10-18,ALTO,Tri Banyan Tirta Tbk.,380.0,0.0,0.0,380.0,0,0.0,189.852,0.0,388.0,20100,J,380.0,10000,B,3.85,2.26,1.06,0.0
2019-10-18,AMAG,Asuransi Multi Artha Guna Tbk.,310.0,316.0,288.0,288.0,900,280000.0,274.286,0.0,308.0,49800,J,288.0,3900,B,3.85,2.26,1.06,0.0
2019-10-18,AMFG,Asahimas Flat Glass Tbk.,4000.0,0.0,0.0,4000.0,0,0.0,163.266,0.0,4030.0,100,J,4000.0,1100,B,3.85,2.26,1.06,0.0
2019-10-18,AMIN,Ateliers Mecaniques D Indonesie Tbk.,294.0,330.0,290.0,330.0,4800,1490000.0,257.813,0.0,330.0,2400,J,314.0,1500,B,3.85,2.26,1.06,0.0
2019-10-18,AMRT,Sumber Alfaria Trijaya Tbk.,935.0,930.0,915.0,930.0,250100,232221000.0,2373.115,0.0,930.0,14600,J,925.0,100,B,3.85,2.26,1.06,0.0
2019-10-18,ANDI,Andira Agro Tbk.,1630.0,1680.0,1400.0,1630.0,16677300,24807146500.0,815.0,0.0,1630.0,18400,J,1625.0,9600,B,3.85,2.26,1.06,0.0
2019-10-18,ANJT,Austindo Nusantara Jaya Tbk.,830.0,830.0,810.0,810.0,24900,20267500.0,67.5,0.0,830.0,8800,J,810.0,6100,B,3.85,2.26,1.06,0.0
2019-10-18,ANTM,Aneka Tambang Tbk.,955.0,970.0,920.0,935.0,125613800,117768354000.0,616.47,0.0,940.0,2152200,J,935.0,14032200,B,3.85,2.26,1.06,955.0
2019-10-18,APEX,Apexindo Pratama Duta Tbk.,555.0,605.0,500.0,500.0,12500,6774000.0,32.011,0.0,550.0,100,J,515.0,100,B,3.85,2.26,1.06,0.0
2019-10-18,APIC,Pacific Strategic Financial Tbk.,725.0,730.0,715.0,730.0,20567100,14855542000.0,776.464,0.0,730.0,18700,J,725.0,21400,B,3.85,2.26,1.06,0.0
2019-10-18,APII,Arita Prima Indonesia Tbk.,190.0,0.0,0.0,190.0,0,0.0,86.364,0.0,189.0,73800,J,155.0,700,B,3.85,2.26,1.06,0.0
2019-10-18,APLI,Asiaplast Industries Tbk.,90.0,90.0,90.0,90.0,700,63000.0,75.0,0.0,91.0,2000,J,90.0,4800,B,3.85,2.26,1.06,0.0
2019-10-18,APLN,Agung Podomoro Land Tbk.,236.0,240.0,228.0,228.0,28108000,6526561200.0,62.466,0.0,230.0,737200,J,228.0,2322200,B,3.85,2.26,1.06,0.0
2019-10-18,APOL,Arpeni Pratama Ocean Line Tbk.,50.0,50.0,50.0,50.0,100,5000.0,16.0,0.0,50.0,21424500,J,0.0,0,B,3.85,2.26,1.06,0.0
2019-10-18,APOL-W2,Waran Seri II Arpeni Pratama Ocean Line,33.0,33.0,33.0,33.0,15800,521400.0,3300.0,0.0,35.0,7700,J,29.0,1000,B,3.85,2.26,1.06,0.0
2019-10-18,ARGO,Argo Pantes Tbk,825.0,0.0,0.0,825.0,0,0.0,20.729,0.0,0.0,0,J,0.0,0,B,3.85,2.26,1.06,0.0
2019-10-18,ARII,Atlas Resources Tbk.,655.0,700.0,550.0,655.0,31800,20832000.0,43.667,0.0,655.0,11900,J,625.0,100,B,3.85,2.26,1.06,0.0
2019-10-18,ARKA,Arkha Jayanti Persada Tbk.,1720.0,1720.0,1715.0,1720.0,249500,427905000.0,728.814,0.0,1720.0,4100,J,1630.0,5000,B,3.85,2.26,1.06,0.0
2019-10-18,ARMY,Armidian Karyatama Tbk.,208.0,228.0,210.0,220.0,48271400,10477635200.0,73.334,0.0,222.0,694500,J,220.0,289600,B,3.85,2.26,1.06,0.0
2019-10-18,ARNA,Arwana Citramulia Tbk.,520.0,525.0,510.0,515.0,498600,256765500.0,3500.306,0.0,520.0,700,J,510.0,18100,B,3.85,2.26,1.06,0.0
2019-10-18,ARTA,Arthavest Tbk,376.0,376.0,376.0,376.0,100,37600.0,218.111,0.0,374.0,197900,J,340.0,2000,B,3.85,2.26,1.06,0.0
2019-10-18,ARTI,Ratu Prabu Energi Tbk,50.0,50.0,50.0,50.0,32200,1610000.0,12.252,0.0,50.0,114745100,J,0.0,0,B,3.85,2.26,1.06,0.0
2019-10-18,ARTO,Bank Artos Indonesia Tbk.,2630.0,0.0,0.0,2630.0,0,0.0,1992.425,0.0,0.0,0,J,0.0,0,B,3.85,2.26,1.06,0.0
2019-10-18,ASBI,Asuransi Bintang Tbk.,300.0,322.0,322.0,322.0,700,225400.0,244.44,0.0,322.0,1000,J,302.0,2200,B,3.85,2.26,1.06,0.0
2019-10-18,ASDM,Asuransi Dayin Mitra Tbk.,1055.0,1095.0,1090.0,1090.0,700,764000.0,321.962,0.0,1090.0,2100,J,1035.0,100,B,3.85,2.26,1.06,0.0
2019-10-18,ASGR,Astra Graphia Tbk.,1005.0,1005.0,980.0,990.0,97200,96282000.0,205.258,0.0,995.0,1000,J,990.0,6100,B,3.85,2.26,1.06,0.0
2019-10-18,ASII,Astra International Tbk.,6625.0,6750.0,6550.0,6700.0,38012800,254000440000.0,4791.293,0.0,6700.0,178800,J,6675.0,41100,B,3.85,2.26,1.06,6650.0
2019-10-18,ASJT,Asuransi Jasa Tania Tbk.,182.0,182.0,178.0,178.0,17000,3028100.0,118.667,0.0,184.0,200,J,179.0,3100,B,3.85,2.26,1.06,0.0
2019-10-18,ASMI,Asuransi Kresna Mitra Tbk.,975.0,970.0,965.0,965.0,14800,14321000.0,1787.038,0.0,970.0,6700,J,965.0,1500,B,3.85,2.26,1.06,0.0
2019-10-18,ASRI,Alam Sutera Realty Tbk.,290.0,290.0,284.0,286.0,1856300,532060800.0,272.381,0.0,288.0,705700,J,286.0,304900,B,3.85,2.26,1.06,0.0
2019-10-18,ASRM,Asuransi Ramayana Tbk.,2060.0,2160.0,2060.0,2160.0,7700,15932000.0,842.786,0.0,2160.0,7000,J,2040.0,100,B,3.85,2.26,1.06,0.0
2019-10-18,ASSA,Adi Sarana Armada Tbk.,765.0,790.0,765.0,790.0,2430600,1894782500.0,202.565,0.0,790.0,34600,J,775.0,46100,B,3.85,2.26,1.06,0.0
2019-10-18,ATIC,Anabatic Technologies Tbk.,800.0,805.0,805.0,805.0,100,80500.0,115.0,0.0,800.0,400,J,675.0,600,B,3.85,2.26,1.06,0.0
2019-10-18,AUTO,Astra Otoparts Tbk.,1145.0,1155.0,1135.0,1140.0,2220200,2532603500.0,1031.022,0.0,1145.0,1600,J,1140.0,48300,B,3.85,2.26,1.06,0.0
2019-10-18,BABP,Bank MNC Internasional Tbk.,50.0,51.0,50.0,50.0,4842200,242469300.0,57.389,0.0,51.0,1266200,J,50.0,9805500,B,3.85,2.26,1.06,0.0
2019-10-18,BABP-W3,Waran Seri IV Bank MNC Internasional Tbk,36.0,47.0,38.0,44.0,31400,1198300.0,4400.0,0.0,44.0,9300,J,38.0,12800,B,3.85,2.26,1.06,0.0
2019-10-18,BACA,Bank Capital Indonesia Tbk.,278.0,300.0,272.0,272.0,103700,28334600.0,200.539,0.0,272.0,53000,J,270.0,90400,B,3.85,2.26,1.06,0.0
2019-10-18,BACA-W2,Waran Seri III Bank Capital Indonesia Tb,100.0,0.0,0.0,100.0,0,0.0,10000.0,0.0,0.0,0,J,1.0,10000,B,3.85,2.26,1.06,0.0
