STK_CDAT,STK_CODE,STK_NAME,STK_FIRST
2020-02-07,AALI,Astra Agro Lestari Tbk.,12175.0
2020-02-07,ABBA,Mahaka Media Tbk.,70.0
2020-02-07,ACES,Ace Hardware Indonesia Tbk.,1640.0
2020-02-07,ACST,Acset Indonusa Tbk.,850.0
2020-02-07,ADES,Akasha Wira International Tbk.,940.0
2020-02-07,ADHI,Adhi Karya (Persero) Tbk.,1050.0
2020-02-07,ADMF,Adira Dinamika Multi Finance Tbk.,9975.0
2020-02-07,ADMG,Polychem Indonesia Tbk,148.0
2020-02-07,ADRO,Adaro Energy Tbk.,1285.0
2020-02-07,AGAR,Asia Sejahtera Mina Tbk.,442.0
2020-02-07,AGII,Aneka Gas Industri Tbk.,585.0
2020-02-07,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,154.0
2020-02-07,AGRS,Bank IBK Indonesia Tbk.,150.0
2020-02-07,AHAP,Asuransi Harta Aman Pratama Tbk.,57.0
2020-02-07,AKKU,Anugerah Kagum Karya Utama Tbk.,50.0
2020-02-07,AKRA,AKR Corporindo Tbk.,3310.0
2020-02-07,AKSI,Maming Enam Sembilan Mineral Tbk.,424.0
2020-02-07,ALDO,Alkindo Naratama Tbk.,470.0
2020-02-07,ALKA,Alakasa Industrindo Tbk,328.0
2020-02-07,ALMI,Alumindo Light Metal Industry Tbk.,318.0
2020-02-07,ALTO,Tri Banyan Tirta Tbk.,388.0
2020-02-07,AMAR,Bank Amar Indonesia Tbk.,430.0
2020-02-07,AMFG,Asahimas Flat Glass Tbk.,3210.0
2020-02-07,AMIN,Ateliers Mecaniques D Indonesie Tbk.,400.0
2020-02-07,AMOR,Ashmore Asset Management Indonesia Tbk.,2460.0
2020-02-07,AMRT,Sumber Alfaria Trijaya Tbk.,800.0
2020-02-07,ANDI,Andira Agro Tbk.,50.0
2020-02-07,ANTM,Aneka Tambang Tbk.,730.0
2020-02-07,APIC,Pacific Strategic Financial Tbk.,695.0
2020-02-07,APII,Arita Prima Indonesia Tbk.,199.0
2020-02-07,APLI,Asiaplast Industries Tbk.,170.0
2020-02-07,APLN,Agung Podomoro Land Tbk.,157.0
2020-02-07,ARKA,Arkha Jayanti Persada Tbk.,2000.0
2020-02-07,ARNA,Arwana Citramulia Tbk.,460.0
2020-02-07,ARTA,Arthavest Tbk,310.0
2020-02-07,ARTI,Ratu Prabu Energi Tbk,50.0
2020-02-07,ARTO,Bank Artos Indonesia Tbk.,3400.0
2020-02-07,ASDM,Asuransi Dayin Mitra Tbk.,1000.0
2020-02-07,ASGR,Astra Graphia Tbk.,950.0
2020-02-07,ASII,Astra International Tbk.,6550.0
2020-02-07,ASJT,Asuransi Jasa Tania Tbk.,126.0
2020-02-07,ASMI,Asuransi Kresna Mitra Tbk.,1345.0
2020-02-07,ASRI,Alam Sutera Realty Tbk.,195.0
