STK_CDAT,STK_CODE,STK_NAME,STK_FIRST
2020-01-07,BPFI,Batavia Prosperindo Finance Tbk.,1310.0
2020-01-07,BPTR,Batavia Prosperindo Trans Tbk.,92.0
2020-01-07,BRAM,Indo Kordsa Tbk.,8750.0
2020-01-07,BRIS,Bank BRIsyariah Tbk.,324.0
2020-01-07,BRMS,Bumi Resources Minerals Tbk.,53.0
2020-01-07,BRPT,Barito Pacific Tbk.,1310.0
2020-01-07,BRPT-W,Waran Seri I Barito Pacific Tbk.,975.0
2020-01-07,BSDE,Bumi Serpong Damai Tbk.,1270.0
2020-01-07,BSIM,Bank Sinarmas Tbk.,530.0
2020-01-07,BSIM-W3,Waran Seri III Bank Sinarmas Tbk.,25.0
2020-01-07,BSSR,Baramulti Suksessarana Tbk.,1870.0
2020-01-07,BTEK,Bumi Teknokultura Unggul Tbk,50.0
2020-01-07,BTON,Betonjaya Manunggal Tbk.,199.0
2020-01-07,BTPN,Bank BTPN Tbk.,3220.0
2020-01-07,BTPS,Bank Tabungan Pensiunan Nasional Syariah,4000.0
2020-01-07,BUDI,Budi Starch & Sweetener Tbk.,103.0
2020-01-07,BUKK,Bukaka Teknik Utama Tbk.,1400.0
2020-01-07,BULL,Buana Lintas Lautan Tbk.,163.0
2020-01-07,BULL-W,Waran Seri II Buana Lintas Lautan Tbk.,61.0
2020-01-07,BULL-W2,Waran Seri IV Buana Lintas Lautan Tbk.,21.0
2020-01-07,BUMI,Bumi Resources Tbk.,69.0
2020-01-07,BUVA,Bukit Uluwatu Villa Tbk.,78.0
2020-01-07,BVIC,Bank Victoria International Tbk.,88.0
2020-01-07,BWPT,Eagle High Plantations Tbk.,146.0
2020-01-07,BYAN,Bayan Resources Tbk.,15550.0
2020-01-07,CAKK,Cahayaputra Asa Keramik Tbk.,67.0
2020-01-07,CAKK-W,Waran Seri I Cahayaputra Asa Keramik Tbk,19.0
2020-01-07,CAMP,Campina Ice Cream Industry Tbk.,372.0
2020-01-07,CANI,Capitol Nusantara Indonesia Tbk.,144.0
2020-01-07,CARS,Industri dan Perdagangan Bintraco Dharma,180.0
2020-01-07,CASA,Capital Financial Indonesia Tbk.,418.0
2020-01-07,CCSI,Communication Cable Systems Indonesia Tb,264.0
2020-01-07,CEKA,Wilmar Cahaya Indonesia Tbk.,1660.0
2020-01-07,CENT,Centratama Telekomunikasi Indonesia Tbk.,83.0
2020-01-07,CFIN,Clipan Finance Indonesia Tbk.,270.0
2020-01-07,CINT,Chitose Internasional Tbk.,300.0
2020-01-07,CITA,Cita Mineral Investindo Tbk.,1715.0
2020-01-07,CITY,Natura City Developments Tbk.,121.0
2020-01-07,CITY-W,Waran Seri I Natura City Developments Tb,43.0
2020-01-07,CLAY,Citra Putra Realty Tbk.,3530.0
2020-01-07,CLEO,Sariguna Primatirta Tbk.,505.0
2020-01-07,CLPI,Colorpak Indonesia Tbk.,765.0
2020-01-07,CMNP,Citra Marga Nusaphala Persada Tbk.,1790.0
2020-01-07,CNKO,Exploitasi Energi Indonesia Tbk.,50.0
2020-01-07,CNTX,Century Textile Industry Tbk.,344.0
2020-01-07,COCO,Wahana Interfood Nusantara Tbk.,860.0
2020-01-07,COWL,Cowell Development Tbk.,50.0
2020-01-07,CPIN,Charoen Pokphand Indonesia Tbk,6850.0
2020-01-07,CPRI,Capri Nusa Satu Properti Tbk.,50.0
2020-01-07,CPRI-W,Waran Seri I Capri Nusa Satu Properti Tb,25.0
2020-01-07,CPRO,Central Proteina Prima Tbk.,50.0
2020-01-07,CSAP,Catur Sentosa Adiprana Tbk.,446.0
2020-01-07,CSIS,Cahayasakti Investindo Sukses Tbk.,96.0
2020-01-07,CTRA,Ciputra Development Tbk.,1020.0
2020-01-07,CTTH,Citatah Tbk.,70.0
2020-01-07,DART,Duta Anggada Realty Tbk.,284.0
2020-01-07,DAYA,Duta Intidaya Tbk.,296.0
2020-01-07,DEAL,Dewata Freightinternational Tbk.,181.0
2020-01-07,DEFI,Danasupra Erapacific Tbk.,1890.0
2020-01-07,DEWA,Darma Henwa Tbk,50.0
2020-01-07,DFAM,Dafam Property Indonesia Tbk.,454.0
2020-01-07,DIGI,Arkadia Digital Media Tbk.,1700.0
2020-01-07,DILD,Intiland Development Tbk.,306.0
2020-01-07,DIVA,Distribusi Voucher Nusantara Tbk.,3410.0
2020-01-07,DKFT,Central Omega Resources Tbk.,146.0
2020-01-07,DLTA,Delta Djakarta Tbk.,6600.0
2020-01-07,DMAS,Puradelta Lestari Tbk.,274.0
2020-01-07,DMMX,Digital Mediatama Maxima Tbk.,210.0
2020-01-07,DNET,Indoritel Makmur Internasional Tbk.,3020.0
2020-01-07,DOID,Delta Dunia Makmur Tbk.,296.0
2020-01-07,DPNS,Duta Pertiwi Nusantara Tbk.,282.0
2020-01-07,DPUM,Dua Putra Utama Makmur Tbk.,109.0
2020-01-07,DSFI,Dharma Samudera Fishing Industries Tbk.,95.0
2020-01-07,DSNG,Dharma Satya Nusantara Tbk.,490.0
2020-01-07,DUCK,Jaya Bersama Indo Tbk.,1280.0
2020-01-07,DVLA,Darya-Varia Laboratoria Tbk.,2210.0
2020-01-07,DWGL,Dwi Guna Laksana Tbk.,324.0
2020-01-07,DWGL-W,Waran Seri I Dwi Guna Laksana Tbk.,130.0
2020-01-07,DYAN,Dyandra Media International Tbk.,112.0
2020-01-07,EAST,Eastparc Hotel Tbk.,91.0
2020-01-07,EAST-W,Waran Seri I Eastparc Hotel Tbk.,14.0
2020-01-07,ECII,Electronic City Indonesia Tbk.,1010.0
2020-01-07,EKAD,Ekadharma International Tbk.,1095.0
2020-01-07,ELSA,Elnusa Tbk.,332.0
2020-01-07,ELTY,Bakrieland Development Tbk.,50.0
2020-01-07,EMDE,Megapolitan Developments Tbk.,220.0
2020-01-07,ENRG,Energi Mega Persada Tbk.,52.0
2020-01-07,ENVY,Envy Technologies Indonesia Tbk.,825.0
2020-01-07,ERAA,Erajaya Swasembada Tbk.,1735.0
2020-01-07,ERTX,Eratex Djaja Tbk.,143.0
2020-01-07,ESIP,Sinergi Inti Plastindo Tbk.,294.0
2020-01-07,ESIP-W,Waran Seri I Sinergi Inti Plastindo Tbk.,21.0
2020-01-07,ESSA,Surya Esa Perkasa Tbk.,274.0
2020-01-07,ESTI,Ever Shine Tex Tbk.,58.0
2020-01-07,EXCL,XL Axiata Tbk.,3250.0
2020-01-07,FAST,Fast Food Indonesia Tbk.,2450.0
2020-01-07,FILM,MD Pictures Tbk.,180.0
2020-01-07,FIRE,Alfa Energi Investama Tbk.,232.0
2020-01-07,FISH,FKS Multi Agro Tbk.,2900.0
2020-01-07,FITT,Hotel Fitra International Tbk.,65.0
2020-01-07,FITT-W,Waran Seri I Hotel Fitra International T,51.0
2020-01-07,FOOD,Sentra Food Indonesia Tbk.,114.0
2020-01-07,FORU,Fortune Indonesia Tbk,99.0
2020-01-07,FORZ,Forza Land Indonesia Tbk.,50.0
2020-01-07,FPNI,Lotte Chemical Titan Tbk.,119.0
2020-01-07,FREN,Smartfren Telecom Tbk.,136.0
2020-01-07,FREN-W,Waran Seri II Smartfren Telecom Tbk.,86.0
2020-01-07,FUJI,Fuji Finance Indonesia Tbk.,103.0
2020-01-07,GAMA,Gading Development Tbk.,50.0
2020-01-07,GDST,Gunawan Dianjaya Steel Tbk.,68.0
2020-01-07,GEMA,Gema Grahasarana Tbk.,320.0
2020-01-07,GGRM,Gudang Garam Tbk.,54000.0
2020-01-07,GGRP,Gunung Raja Paksi Tbk.,388.0
2020-01-07,GIAA,Garuda Indonesia (Persero) Tbk.,494.0
2020-01-07,GJTL,Gajah Tunggal Tbk.,565.0
2020-01-07,GLOB,Global Teleshop Tbk.,424.0
2020-01-07,GLVA,Galva Technologies Tbk.,278.0
2020-01-07,GMFI,Garuda Maintenance Facility Aero Asia Tb,168.0
2020-01-07,GOLD,Visi Telekomunikasi Infrastruktur Tbk.,222.0
2020-01-07,GOOD,Garudafood Putra Putri Jaya Tbk.,1510.0
2020-01-07,GPRA,Perdana Gapuraprima Tbk.,77.0
2020-01-07,GTBO,Garda Tujuh Buana Tbk,150.0
2020-01-07,GWSA,Greenwood Sejahtera Tbk.,155.0
2020-01-07,GZCO,Gozco Plantations Tbk.,50.0
2020-01-07,HADE,Himalaya Energi Perkasa Tbk.,50.0
2020-01-07,HDFA,Radana Bhaskara Finance Tbk.,115.0
2020-01-07,HDIT,Hensel Davest Indonesia Tbk.,680.0
2020-01-07,HEAL,Medikaloka Hermina Tbk.,3600.0
2020-01-07,HELI,Jaya Trishindo Tbk.,186.0
2020-01-07,HELI-W,Waran Seri I Jaya Trishindo Tbk.,13.0
2020-01-07,HEXA,Hexindo Adiperkasa Tbk.,3400.0
2020-01-07,HITS,Humpuss Intermoda Transportasi Tbk.,700.0
2020-01-07,HKMU,HK Metals Utama Tbk.,256.0
2020-01-07,HMSP,H.M. Sampoerna Tbk.,2170.0
2020-01-07,HOKI,Buyung Poetra Sembada Tbk.,885.0
2020-01-07,HOKI-W,Waran Seri I Buyung Poetra Sembada Tbk.,620.0
2020-01-07,HOME,Hotel Mandarine Regency Tbk.,50.0
2020-01-07,HOTL,Saraswati Griya Lestari Tbk.,141.0
2020-01-07,HRME,Menteng Heritage Realty Tbk.,955.0
2020-01-07,HRTA,Hartadinata Abadi Tbk.,212.0
2020-01-07,HRUM,Harum Energy Tbk.,1330.0
2020-01-07,IBFN-W,Waran Seri I Intan Baruprana Finance Tbk,26.0
2020-01-07,ICBP,Indofood CBP Sukses Makmur Tbk.,11550.0
2020-01-07,ICON,Island Concepts Indonesia Tbk.,62.0
2020-01-07,IDPR,Indonesia Pondasi Raya Tbk.,334.0
2020-01-07,IFII,Indonesia Fibreboard Industry Tbk.,195.0
2020-01-07,IFSH,Ifishdeco Tbk.,580.0
2020-01-07,IGAR,Champion Pacific Indonesia Tbk.,338.0
2020-01-07,IIKP,Inti Agri Resources Tbk,50.0
2020-01-07,IKAI,Intikeramik Alamasri Industri Tbk.,68.0
2020-01-07,IMAS,Indomobil Sukses Internasional Tbk.,1105.0
2020-01-07,IMJS,Indomobil Multi Jasa Tbk.,296.0
2020-01-07,IMPC,Impack Pratama Industri Tbk.,1040.0
2020-01-07,INAF,Indofarma (Persero) Tbk.,860.0
2020-01-07,INAI,Indal Aluminium Industry Tbk.,430.0
2020-01-07,INCF,Indo Komoditi Korpora Tbk.,51.0
2020-01-07,INCI,Intanwijaya Internasional Tbk,420.0
2020-01-07,INCO,Vale Indonesia Tbk.,3520.0
2020-01-07,INDF,Indofood Sukses Makmur Tbk.,8000.0
2020-01-07,INDR,Indo-Rama Synthetics Tbk.,2500.0
2020-01-07,INDS,Indospring Tbk.,2200.0
2020-01-07,INDX,Tanah Laut Tbk,54.0
2020-01-07,INDY,Indika Energy Tbk.,1245.0
2020-01-07,INKP,Indah Kiat Pulp & Paper Tbk.,8000.0
2020-01-07,INOV,Inocycle Technology Group Tbk.,338.0
2020-01-07,INPC,Bank Artha Graha Internasional Tbk.,63.0
2020-01-07,INPC-W,Waran Seri I Bank Artha Graha Internasio,6.0
2020-01-07,INPP,Indonesian Paradise Property Tbk.,860.0
2020-01-07,INPS,Indah Prakasa Sentosa Tbk.,4000.0
2020-01-07,INTA,Intraco Penta Tbk.,460.0
2020-01-07,INTD,Inter Delta Tbk,242.0
2020-01-07,INTP,Indocement Tunggal Prakarsa Tbk.,19200.0
2020-01-07,IPCC,Indonesia Kendaraan Terminal Tbk.,650.0
2020-01-07,IPCM,Jasa Armada Indonesia Tbk.,182.0
2020-01-07,IPOL,Indopoly Swakarsa Industry Tbk.,79.0
2020-01-07,IPTV,MNC Vision Networks Tbk.,500.0
2020-01-07,IPTV-W,Waran Seri I MNC Vision Networks Tbk.,137.0
2020-01-07,IRRA,Itama Ranoraya Tbk.,670.0
2020-01-07,ISAT,Indosat Tbk.,2860.0
2020-01-07,ISSP,Steel Pipe Industry of Indonesia Tbk.,198.0
2020-01-07,ITIC,Indonesian Tobacco Tbk.,2550.0
2020-01-07,ITMA,Sumber Energi Andalan Tbk.,550.0
2020-01-07,ITMA-W,Waran Seri I Sumber Energi Andalan Tbk.,125.0
2020-01-07,ITMG,Indo Tambangraya Megah Tbk.,11900.0
2020-01-07,JAST,Jasnita Telekomindo Tbk.,1395.0
2020-01-07,JAWA,Jaya Agra Wattie Tbk.,91.0
2020-01-07,JAYA,Armada Berjaya Trans Tbk.,80.0
2020-01-07,JAYA-W,Waran Seri I Armada Berjaya Trans Tbk.,19.0
2020-01-07,JMAS,Asuransi Jiwa Syariah Jasa Mitra Abadi T,820.0
2020-01-07,JPFA,Japfa Comfeed Indonesia Tbk.,1575.0
2020-01-07,JRPT,Jaya Real Property Tbk.,560.0
2020-01-07,JSKY,Sky Energy Indonesia Tbk.,232.0
2020-01-07,JSMR,Jasa Marga (Persero) Tbk.,5175.0
2020-01-07,JTPE,Jasuindo Tiga Perkasa Tbk.,975.0
2020-01-07,KAEF,Kimia Farma (Persero) Tbk.,1175.0
2020-01-07,KARW,ICTSI Jasa Prima Tbk.,61.0
2020-01-07,KAYU,Darmi Bersaudara Tbk.,68.0
2020-01-07,KBLI,KMI Wire & Cable Tbk.,520.0
2020-01-07,KBLM,Kabelindo Murni Tbk.,312.0
2020-01-07,KDSI,Kedawung Setia Industrial Tbk.,1190.0
2020-01-07,KEEN,Kencana Energi Lestari Tbk.,545.0
2020-01-07,KEJU,Mulia Boga Raya Tbk.,860.0
2020-01-07,KIAS,Keramika Indonesia Assosiasi Tbk.,62.0
2020-01-07,KICI,Kedaung Indah Can Tbk,272.0
2020-01-07,KIJA,Kawasan Industri Jababeka Tbk.,298.0
2020-01-07,KINO,Kino Indonesia Tbk.,3520.0
2020-01-07,KIOS,Kioson Komersial Indonesia Tbk.,356.0
2020-01-07,KJEN,Krida Jaringan Nusantara Tbk.,1910.0
2020-01-07,KKGI,Resource Alam Indonesia Tbk.,228.0
2020-01-07,KLBF,Kalbe Farma Tbk.,1635.0
2020-01-07,KMTR,Kirana Megatara Tbk.,304.0
2020-01-07,KOBX,Kobexindo Tractors Tbk.,119.0
2020-01-07,KOIN,Kokoh Inti Arebama Tbk,133.0
2020-01-07,KONI,Perdana Bangun Pusaka Tbk,620.0
2020-01-07,KOPI,Mitra Energi Persada Tbk.,620.0
2020-01-07,KOTA,DMS Propertindo Tbk.,815.0
2020-01-07,KOTA-W,Waran Seri I DMS Propertindo Tbk.,144.0
2020-01-07,KPAL,Steadfast Marine Tbk.,130.0
2020-01-07,KPAS,Cottonindo Ariesta Tbk.,65.0
2020-01-07,KPAS-W,Waran Seri I Cottonindo Ariesta Tbk.,30.0
2020-01-07,KPIG,MNC Land Tbk.,133.0
2020-01-07,KRAH,Grand Kartech Tbk.,1600.0
2020-01-07,KRAS,Krakatau Steel (Persero) Tbk.,298.0
2020-01-07,KREN,Kresna Graha Investama Tbk.,500.0
2020-01-07,LAND,Trimitra Propertindo Tbk.,1000.0
2020-01-07,LCKM,LCK Global Kedaton Tbk.,324.0
2020-01-07,LEAD,Logindo Samudramakmur Tbk.,50.0
2020-01-07,LIFE,Asuransi Jiwa Sinarmas MSIG Tbk.,6000.0
2020-01-07,LINK,Link Net Tbk.,3950.0
2020-01-07,LION,Lion Metal Works Tbk.,468.0
2020-01-07,LMAS,Limas Indonesia Makmur Tbk,118.0
2020-01-07,LMPI,Langgeng Makmur Industri Tbk.,91.0
2020-01-07,LPCK,Lippo Cikarang Tbk,980.0
2020-01-07,LPKR,Lippo Karawaci Tbk.,236.0
2020-01-07,LPLI,Star Pacific Tbk,75.0
2020-01-07,LPPF,Matahari Department Store Tbk.,4200.0
2020-01-07,LPPS,Lippo Securities Tbk.,81.0
2020-01-07,LRNA,Eka Sari Lorena Transport Tbk.,121.0
2020-01-07,LSIP,PP London Sumatra Indonesia Tbk.,1365.0
2020-01-07,LTLS,Lautan Luas Tbk.,620.0
2020-01-07,LUCK,Sentral Mitra Informatika Tbk.,406.0
2020-01-07,MABA,Marga Abhinaya Abadi Tbk.,50.0
2020-01-07,MAGP,Multi Agro Gemilang Plantation Tbk.,50.0
2020-01-07,MAIN,Malindo Feedmill Tbk.,1040.0
2020-01-07,MAMI,Mas Murni Indonesia Tbk,50.0
2020-01-07,MAMI-W,Waran Seri I Mas Murni Indonesia Tbk.,12.0
2020-01-07,MAPA,Map Aktif Adiperkasa Tbk.,4850.0
2020-01-07,MAPB,MAP Boga Adiperkasa Tbk.,1665.0
2020-01-07,MAPI,Mitra Adiperkasa Tbk.,1055.0
2020-01-07,MARI,Mahaka Radio Integra Tbk.,178.0
2020-01-07,MARK,Mark Dynamics Indonesia Tbk.,452.0
2020-01-07,MASA,Multistrada Arah Sarana Tbk.,474.0
2020-01-07,MBAP,Mitrabara Adiperdana Tbk.,2000.0
2020-01-07,MBSS,Mitrabahtera Segara Sejati Tbk.,486.0
2020-01-07,MBTO,Martina Berto Tbk.,97.0
2020-01-07,MCAS,M Cash Integrasi Tbk.,2810.0
2020-01-07,MCOR,Bank China Construction Bank Indonesia T,133.0
2020-01-07,MDIA,Intermedia Capital Tbk.,50.0
2020-01-07,MDKA,Merdeka Copper Gold Tbk.,1185.0
2020-01-07,MDKI,Emdeki Utama Tbk.,200.0
2020-01-07,MDLN,Modernland Realty Tbk.,206.0
2020-01-07,MEDC,Medco Energi Internasional Tbk.,905.0
2020-01-07,MEDC-W,Waran Seri I Medco Energi Internasional,258.0
2020-01-07,MEGA,Bank Mega Tbk.,5700.0
2020-01-07,MERK,Merck Tbk.,2900.0
2020-01-07,META,Nusantara Infrastructure Tbk.,202.0
2020-01-07,MFIN,Mandala Multifinance Tbk.,1305.0
2020-01-07,MFMI,Multifiling Mitra Indonesia Tbk.,550.0
2020-01-07,MGRO,Mahkota Group Tbk.,885.0
2020-01-07,MICE,Multi Indocitra Tbk.,344.0
2020-01-07,MIKA,Mitra Keluarga Karyasehat Tbk.,2690.0
2020-01-07,MINA,Sanurhasta Mitra Tbk.,400.0
2020-01-07,MKNT,Mitra Komunikasi Nusantara Tbk.,50.0
2020-01-07,MKPI,Metropolitan Kentjana Tbk.,16200.0
2020-01-07,MLBI,Multi Bintang Indonesia Tbk.,15400.0
2020-01-07,MLIA,Mulia Industrindo Tbk,680.0
2020-01-07,MLPL,Multipolar Tbk.,80.0
2020-01-07,MLPT,Multipolar Technology Tbk.,466.0
2020-01-07,MMLP,Mega Manunggal Property Tbk.,195.0
2020-01-07,MNCN,Media Nusantara Citra Tbk.,1605.0
2020-01-07,MOLI,Madusari Murni Indah Tbk.,975.0
2020-01-07,MPMX,Mitra Pinasthika Mustika Tbk.,680.0
2020-01-07,MPOW,Megapower Makmur Tbk.,115.0
2020-01-07,MPPA,Matahari Putra Prima Tbk.,150.0
2020-01-07,MPRO,Maha Properti Indonesia Tbk.,2090.0
2020-01-07,MRAT,Mustika Ratu Tbk.,155.0
2020-01-07,MREI,Maskapai Reasuransi Indonesia Tbk.,4200.0
2020-01-07,MSIN,MNC Studios International Tbk.,420.0
2020-01-07,MSKY,MNC Sky Vision Tbk.,1335.0
2020-01-07,MTDL,Metrodata Electronics Tbk.,1850.0
2020-01-07,MTLA,Metropolitan Land Tbk.,500.0
2020-01-07,MTPS,Meta Epsi Tbk.,995.0
2020-01-07,MTPS-W,Waran Seri I Meta Epsi Tbk.,314.0
2020-01-07,MTSM,Metro Realty Tbk.,170.0
2020-01-07,MTWI,Malacca Trust Wuwungan Insurance Tbk.,60.0
2020-01-07,MYOH,Samindo Resources Tbk.,1300.0
2020-01-07,MYOR,Mayora Indah Tbk.,2020.0
2020-01-07,MYRX,Hanson International Tbk.,50.0
2020-01-07,MYTX,Asia Pacific Investama Tbk.,54.0
2020-01-07,NASA,Ayana Land International Tbk.,665.0
2020-01-07,NATO,Nusantara Properti Internasional Tbk.,1100.0
2020-01-07,NATO-W,Waran Seri I Nusantara Properti Internas,950.0
2020-01-07,NFCX,NFC Indonesia Tbk.,2930.0
2020-01-07,NIKL,Pelat Timah Nusantara Tbk.,725.0
2020-01-07,NISP,Bank OCBC NISP Tbk.,855.0
2020-01-07,NOBU,Bank Nationalnobu Tbk.,885.0
2020-01-07,NRCA,Nusa Raya Cipta Tbk.,380.0
2020-01-07,NUSA,Sinergi Megah Internusa Tbk.,50.0
2020-01-07,NUSA-W,Waran Seri I Sinergi Megah Internusa Tbk,6.0
2020-01-07,NZIA,Nusantara Almazia Tbk.,780.0
2020-01-07,NZIA-W,Waran Seri I Nusantara Almazia Tbk.,134.0
2020-01-07,OASA,Protech Mitra Perkasa Tbk.,352.0
2020-01-07,OCAP,Onix Capital Tbk.,195.0
2020-01-07,OMRE,Indonesia Prima Property Tbk,745.0
