STK_CDAT,STK_CODE,STK_NAME,STK_FIRST
2020-05-29,AALI,Astra Agro Lestari Tbk.,7225.0
2020-05-29,ABBA,Mahaka Media Tbk.,50.0
2020-05-29,ABMM,ABM Investama Tbk.,1485.0
2020-05-29,ACES,Ace Hardware Indonesia Tbk.,1490.0
2020-05-29,ACST,Acset Indonusa Tbk.,246.0
2020-05-29,ADES,Akasha Wira International Tbk.,950.0
2020-05-29,ADHI,Adhi Karya (Persero) Tbk.,525.0
2020-05-29,ADMF,Adira Dinamika Multi Finance Tbk.,6575.0
2020-05-29,ADMG,Polychem Indonesia Tbk,95.0
2020-05-29,ADRO,Adaro Energy Tbk.,1015.0
2020-05-29,AGII,Aneka Gas Industri Tbk.,416.0
2020-05-29,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,120.0
2020-05-29,AGRS,Bank IBK Indonesia Tbk.,106.0
2020-05-29,AHAP,Asuransi Harta Aman Pratama Tbk.,50.0
2020-05-29,AKPI,Argha Karya Prima Industry Tbk.,378.0
2020-05-29,AKRA,AKR Corporindo Tbk.,2470.0
2020-05-29,AKSI,Maming Enam Sembilan Mineral Tbk.,106.0
2020-05-29,ALDO,Alkindo Naratama Tbk.,392.0
2020-05-29,ALKA,Alakasa Industrindo Tbk,400.0
2020-05-29,ALMI,Alumindo Light Metal Industry Tbk.,212.0
2020-05-29,AMAG,Asuransi Multi Artha Guna Tbk.,250.0
2020-05-29,AMAN,Makmur Berkah Amanda Tbk.,194.0
2020-05-29,AMAR,Bank Amar Indonesia Tbk.,175.0
2020-05-29,AMFG,Asahimas Flat Glass Tbk.,3120.0
2020-05-29,AMOR,Ashmore Asset Management Indonesia Tbk.,1985.0
2020-05-29,AMRT,Sumber Alfaria Trijaya Tbk.,910.0
2020-05-29,ANDI,Andira Agro Tbk.,50.0
2020-05-29,ANJT,Austindo Nusantara Jaya Tbk.,450.0
2020-05-29,ANTM,Aneka Tambang Tbk.,525.0
2020-05-29,APEX,Apexindo Pratama Duta Tbk.,92.0
2020-05-29,APIC,Pacific Strategic Financial Tbk.,995.0
2020-05-29,APII,Arita Prima Indonesia Tbk.,198.0
2020-05-29,APLI,Asiaplast Industries Tbk.,139.0
2020-05-29,APLN,Agung Podomoro Land Tbk.,100.0
2020-05-29,ARII,Atlas Resources Tbk.,680.0
2020-05-29,ARKA,Arkha Jayanti Persada Tbk.,1300.0
2020-05-29,ARNA,Arwana Citramulia Tbk.,394.0
2020-05-29,ARTA,Arthavest Tbk,410.0
2020-05-29,ARTO,Bank Artos Indonesia Tbk.,900.0
2020-05-29,ASDM,Asuransi Dayin Mitra Tbk.,1000.0
2020-05-29,ASGR,Astra Graphia Tbk.,715.0
2020-05-29,ASII,Astra International Tbk.,4520.0
2020-05-29,ASJT,Asuransi Jasa Tania Tbk.,110.0
2020-05-29,ASMI,Asuransi Kresna Mitra Tbk.,1090.0
2020-05-29,ASPI,Andalan Sakti Primaindo Tbk.,500.0
2020-05-29,ASPI-W,Waran Seri I Andalan Sakti Primaindo Tbk,50.0
2020-05-29,ASRI,Alam Sutera Realty Tbk.,112.0
2020-05-29,ASRM,Asuransi Ramayana Tbk.,1810.0
2020-05-29,ASSA,Adi Sarana Armada Tbk.,366.0
2020-05-29,ATIC,Anabatic Technologies Tbk.,830.0
2020-05-29,AUTO,Astra Otoparts Tbk.,760.0
2020-05-29,AYLS,Agro Yasa Lestari Tbk.,50.0
2020-05-29,AYLS-W,Waran Seri I Agro Yasa Lestari Tbk.,5.0
2020-05-29,BABP,Bank MNC Internasional Tbk.,50.0
2020-05-29,BABP-W3,Waran Seri IV Bank MNC Internasional Tbk,28.0
2020-05-29,BABP-W4,Waran Seri V Bank MNC Internasional Tbk.,6.0
2020-05-29,BACA,Bank Capital Indonesia Tbk.,396.0
2020-05-29,BAJA,Saranacentral Bajatama Tbk.,52.0
2020-05-29,BALI,Bali Towerindo Sentra Tbk.,890.0
2020-05-29,BAPA,Bekasi Asri Pemula Tbk.,50.0
2020-05-29,BAPI,Bhakti Agung Propertindo Tbk.,50.0
2020-05-29,BAPI-W,Waran Seri I Bhakti Agung Propertindo Tb,3.0
2020-05-29,BATA,Sepatu Bata Tbk.,555.0
2020-05-29,BAYU,Bayu Buana Tbk,1000.0
2020-05-29,BBCA,Bank Central Asia Tbk.,26475.0
2020-05-29,BBKP,Bank Bukopin Tbk.,154.0
2020-05-29,BBLD,Buana Finance Tbk.,428.0
2020-05-29,BBMD,Bank Mestika Dharma Tbk.,1095.0
2020-05-29,BBNI,Bank Negara Indonesia (Persero) Tbk.,3660.0
2020-05-29,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,2700.0
2020-05-29,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,50.0
2020-05-29,BBSS,Bumi Benowo Sukses Sejahtera Tbk.,160.0
2020-05-29,BBSS-W,Waran Seri I Bumi Benowo Sukses Sejahter,4.0
2020-05-29,BBTN,Bank Tabungan Negara (Persero) Tbk.,810.0
2020-05-29,BBYB,Bank Yudha Bhakti Tbk.,220.0
2020-05-29,BCAP,MNC Kapital Indonesia Tbk.,176.0
2020-05-29,BCIP,Bumi Citra Permai Tbk.,50.0
2020-05-29,BDMN,Bank Danamon Indonesia Tbk.,2560.0
2020-05-29,BEEF,Estika Tata Tiara Tbk.,220.0
2020-05-29,BEEF-W,Waran Seri I Estika Tata Tiara Tbk.,17.0
2020-05-29,BEKS,Bank Pembangunan Daerah Banten Tbk.,50.0
2020-05-29,BELL,Trisula Textile Industries Tbk.,700.0
2020-05-29,BESS,Batulicin Nusantara Maritim Tbk.,246.0
2020-05-29,BESS-W,Waran Seri I Batulicin Nusantara Maritim,43.0
2020-05-29,BEST,Bekasi Fajar Industrial Estate Tbk.,106.0
2020-05-29,BFIN,BFI Finance  Indonesia Tbk.,296.0
2020-05-29,BGTG,Bank Ganesha Tbk.,50.0
2020-05-29,BHAT,Bhakti Multi Artha Tbk.,380.0
2020-05-29,BHIT,MNC Investama Tbk.,50.0
2020-05-29,BIKA,Binakarya Jaya Abadi Tbk.,202.0
