AALI,2019-11-26,13200,13200,12700,13000,714000,858,25400
ABBA,2019-11-26,116,119,111,112,36896000,2672,2090200
ABDA,2019-11-26,0,0,0,6975,0,0,0
ABMM,2019-11-26,0,0,0,1500,0,0,0
ACES,2019-11-26,1750,1790,1695,1730,453761700,14516,6028500
ACST,2019-11-26,985,1050,985,1050,509900,161,156500
ADES,2019-11-26,1040,1055,1010,1050,117100,45,0
ADHI,2019-11-26,1190,1195,1160,1180,4059800,1007,-767800
ADMF,2019-11-26,10475,10475,10425,10450,336900,30,8900
ADMG,2019-11-26,193,195,190,190,96500,30,0
ADRO,2019-11-26,1325,1335,1300,1315,52566500,2612,-1632400
AGII,2019-11-26,595,595,560,580,16300,30,2700
AGRO,2019-11-26,157,159,150,152,5145600,713,0
AGRS,2019-11-26,172,175,165,171,33300,27,0
AHAP,2019-11-26,51,66,51,62,266400,69,0
AIMS,2019-11-26,0,0,0,180,0,0,0
AISA,2019-11-26,0,0,0,168,0,0,0
AKKU,2019-11-26,50,50,50,50,14500,13,0
AKPI,2019-11-26,0,0,0,382,0,0,0
AKRA,2019-11-26,3340,3440,3320,3330,13899300,2576,2178900
AKSI,2019-11-26,775,775,760,765,3002700,106,51100
ALDO,2019-11-26,0,0,0,380,0,0,0
ALKA,2019-11-26,500,510,422,498,7900,9,0
ALMI,2019-11-26,0,0,0,320,0,0,0
ALTO,2019-11-26,378,380,350,378,2198200,98,0
AMAG,2019-11-26,0,0,0,302,0,0,0
AMFG,2019-11-26,3450,3450,3410,3410,68000,15,0
AMIN,2019-11-26,298,298,284,284,6900,9,0
AMRT,2019-11-26,880,880,875,875,3000,11,0
ANDI,2019-11-26,124,130,109,112,20795900,2517,690200
ANJT,2019-11-26,895,900,890,900,277000,23,0
ANTM,2019-11-26,820,820,800,810,35581900,3521,-3301000
APEX,2019-11-26,410,410,332,384,18400,16,0
APIC,2019-11-26,650,650,625,650,12012000,481,1801100
APII,2019-11-26,161,164,161,164,500,3,0
APLI,2019-11-26,151,151,149,151,400800,70,0
APLN,2019-11-26,183,208,183,202,238427800,12746,-8574600
APOL,2019-11-26,0,0,0,50,0,0,0
ARGO,2019-11-26,0,0,0,825,0,0,0
ARII,2019-11-26,0,0,0,640,0,0,0
ARKA,2019-11-26,1585,1600,1585,1600,291900,97,0
ARMY,2019-11-26,50,50,50,50,3078900,63,-213800
ARNA,2019-11-26,466,468,466,468,53300,20,37000
ARTA,2019-11-26,438,438,438,438,3000,4,0
ARTI,2019-11-26,0,0,0,50,0,0,0
ARTO,2019-11-26,2100,2110,1900,1965,45500,72,1300
ASBI,2019-11-26,290,290,290,290,100,1,0
ASDM,2019-11-26,1005,1005,1005,1005,200,2,0
ASGR,2019-11-26,940,945,935,940,635200,60,25500
ASII,2019-11-26,6575,6575,6350,6350,79166300,5898,16821314
ASJT,2019-11-26,182,182,180,182,15100,7,0
ASMI,2019-11-26,940,940,935,935,14400,19,7000
ASRI,2019-11-26,258,260,246,246,3155700,394,577200
ASRM,2019-11-26,1805,1805,1805,1805,1100,6,0
ASSA,2019-11-26,785,795,775,785,4310100,262,108500
ATIC,2019-11-26,790,790,685,770,6200,12,0
AUTO,2019-11-26,1240,1255,1235,1240,296500,125,-73000
BABP,2019-11-26,50,50,50,50,8200,45,0
BABP-W3,2019-11-26,35,48,32,32,25700,0,0
BACA,2019-11-26,300,304,300,302,2572800,436,0
BAJA,2019-11-26,65,67,60,63,229400,56,0
BALI,2019-11-26,0,0,0,1350,0,0,0
