IATA,2020-02-07,0,50,50,50,15800,790000,0,0,0,0
IBFN,2020-02-07,0,370,340,370,198000,73073400,0,0,0,0
IBFN-W,2020-02-07,0,18,15,16,14100,230200,0,0,0,0
IBST,2020-02-07,0,0,0,5225,0,0,0,0,0,0
ICBP,2020-02-07,0,11550,11400,11500,1786400,20526965000,0,0,0,0
ICON,2020-02-07,0,81,72,75,60100,4463200,0,0,0,0
IDPR,2020-02-07,0,0,0,380,0,0,0,0,0,0
IFII,2020-02-07,0,178,172,174,248700,43139500,0,0,0,0
IFSH,2020-02-07,0,500,480,480,2100,1010000,0,0,0,0
IGAR,2020-02-07,0,298,296,298,11900,3543200,0,0,0,0
IIKP,2020-02-07,0,0,0,50,0,0,0,0,0,0
IKAI,2020-02-07,0,54,50,50,12488300,640457400,0,0,0,0
IKBI,2020-02-07,0,256,256,256,500,128000,0,0,0,0
IMAS,2020-02-07,0,900,870,880,749500,658772000,0,0,0,0
IMJS,2020-02-07,0,252,252,252,48000,12096000,0,0,0,0
IMPC,2020-02-07,0,1100,1100,1100,188200,207020000,0,0,0,0
INAF,2020-02-07,0,830,765,765,7983100,6370062000,0,0,0,0
INAI,2020-02-07,0,0,0,420,0,0,0,0,0,0
INCF,2020-02-07,0,50,50,50,1400,70000,0,0,0,0
INCI,2020-02-07,0,420,400,416,26400,10565200,0,0,0,0
INCO,2020-02-07,0,3320,3280,3310,4336400,14316174000,0,0,0,0
INDF,2020-02-07,0,7875,7675,7850,4827500,37711080000,0,0,0,0
INDO,2020-02-07,0,170,151,152,1817200,288620400,0,0,0,0
INDO-W,2020-02-07,0,65,49,58,1057300,59663100,0,0,0,0
INDR,2020-02-07,0,2290,2290,2290,1700,3893000,0,0,0,0
INDS,2020-02-07,0,2060,2000,2000,57600,115207000,0,0,0,0
INDX,2020-02-07,0,52,51,51,1100,56200,0,0,0,0
INDY,2020-02-07,0,935,915,915,1515700,1395963000,0,0,0,0
INKP,2020-02-07,0,6900,6700,6800,3330300,22672592500,0,0,0,0
INOV,2020-02-07,0,306,298,306,121900,37151000,0,0,0,0
INPC,2020-02-07,0,51,50,51,241700,12184400,0,0,0,0
INPC-W,2020-02-07,0,6,5,6,753100,4377200,0,0,0,0
INPP,2020-02-07,0,925,775,920,22800,20436000,0,0,0,0
INPS,2020-02-07,0,4030,4000,4000,545900,2192864000,0,0,0,0
INRU,2020-02-07,0,0,0,795,0,0,0,0,0,0
INTA,2020-02-07,0,0,0,450,0,0,0,0,0,0
INTA-W,2020-02-07,0,0,0,180,0,0,0,0,0,0
INTD,2020-02-07,0,0,0,240,0,0,0,0,0,0
INTP,2020-02-07,0,17450,17025,17025,1098000,18852275000,0,0,0,0
IPCC,2020-02-07,0,570,555,565,804400,451633500,0,0,0,0
IPCM,2020-02-07,0,169,165,166,9700,1626200,0,0,0,0
IPOL,2020-02-07,0,79,77,77,6500,501100,0,0,0,0
IPTV,2020-02-07,0,398,392,398,596500,236594400,0,0,0,0
IPTV-W,2020-02-07,0,105,100,102,384900,39047600,0,0,0,0
IRRA,2020-02-07,0,715,700,715,12034000,8529593000,0,0,0,0
ISAT,2020-02-07,0,2430,2340,2370,5197500,12422288000,0,0,0,0
ISSP,2020-02-07,0,172,164,165,7793500,1297766500,0,0,0,0
ITIC,2020-02-07,0,2420,2270,2350,11805400,27856147000,0,0,0,0
ITMA,2020-02-07,0,454,444,450,17300,7778400,0,0,0,0
ITMA-W,2020-02-07,0,68,33,51,3000,166800,0,0,0,0
ITMG,2020-02-07,0,10550,10325,10425,1145100,11959450000,0,0,0,0
JAST,2020-02-07,0,1495,1485,1490,17700,26382500,0,0,0,0
JAWA,2020-02-07,0,0,0,88,0,0,0,0,0,0
JAYA,2020-02-07,0,84,74,83,84600,7050900,0,0,0,0
JAYA-W,2020-02-07,0,20,19,19,466800,9233000,0,0,0,0
JECC,2020-02-07,0,0,0,5700,0,0,0,0,0,0
JGLE,2020-02-07,0,0,0,50,0,0,0,0,0,0
JIHD,2020-02-07,0,0,0,510,0,0,0,0,0,0
JKON,2020-02-07,0,450,450,450,200,90000,0,0,0,0
JKSW,2020-02-07,0,0,0,60,0,0,0,0,0,0
JMAS,2020-02-07,0,840,700,790,2700,2055500,0,0,0,0
JPFA,2020-02-07,0,1525,1495,1495,2116300,3177986500,0,0,0,0
JRPT,2020-02-07,0,540,525,530,11944400,6341202500,0,0,0,0
JSKY,2020-02-07,0,163,123,144,120831000,17665334700,0,0,0,0
JSMR,2020-02-07,0,4930,4780,4900,5126200,25019412000,0,0,0,0
JSPT,2020-02-07,0,0,0,900,0,0,0,0,0,0
JTPE,2020-02-07,0,965,965,965,144100,139056500,0,0,0,0
KAEF,2020-02-07,0,975,920,930,4406700,4164944500,0,0,0,0
KARW,2020-02-07,0,59,57,57,326200,18774900,0,0,0,0
KAYU,2020-02-07,0,79,75,76,2605100,199390600,0,0,0,0
KBLI,2020-02-07,0,478,470,474,1787700,847150200,0,0,0,0
KBLM,2020-02-07,0,0,0,254,0,0,0,0,0,0
KBLV,2020-02-07,0,0,0,280,0,0,0,0,0,0
KBRI,2020-02-07,0,0,0,50,0,0,0,0,0,0
KDSI,2020-02-07,0,1150,1000,1015,105100,106712000,0,0,0,0
KEEN,2020-02-07,0,418,414,416,2233000,929067600,0,0,0,0
KEJU,2020-02-07,0,880,810,870,440300,371677000,0,0,0,0
KIAS,2020-02-07,0,54,50,50,639300,32061900,0,0,0,0
KICI,2020-02-07,0,0,0,244,0,0,0,0,0,0
KIJA,2020-02-07,0,298,294,298,351100,103926000,0,0,0,0
KINO,2020-02-07,0,3010,2980,2990,132900,398521000,0,0,0,0
KIOS,2020-02-07,0,280,250,250,4300,1078000,0,0,0,0
KIOS-W,2020-02-07,0,0,0,120,0,0,0,0,0,0
KJEN,2020-02-07,0,2010,1990,1995,228700,455693500,0,0,0,0
KKGI,2020-02-07,0,0,0,214,0,0,0,0,0,0
KLBF,2020-02-07,0,1485,1460,1470,12388300,18270211000,0,0,0,0
KMTR,2020-02-07,0,298,296,298,10200,3019400,0,0,0,0
KOBX,2020-02-07,0,105,104,105,45700,4785000,0,0,0,0
KOIN,2020-02-07,0,137,137,137,200,27400,0,0,0,0
KONI,2020-02-07,0,0,0,600,0,0,0,0,0,0
KOPI,2020-02-07,0,620,605,620,34800,21341000,0,0,0,0
KOTA,2020-02-07,0,755,710,740,9401800,7080127500,0,0,0,0
KOTA-W,2020-02-07,0,484,480,480,333300,160628800,0,0,0,0
KPAL,2020-02-07,0,172,162,167,91500,15342400,0,0,0,0
KPAS,2020-02-07,0,59,56,57,574600,32897900,0,0,0,0
