AALI,2019-11-14,12400,12425,11975,12250,1884700,1024,396400
ABBA,2019-11-14,114,115,108,108,20249700,2140,893800
ABDA,2019-11-14,0,0,0,6975,0,0,0
ABMM,2019-11-14,0,0,0,1520,0,0,0
ACES,2019-11-14,1715,1725,1685,1700,27529100,7119,63500
ACST,2019-11-14,1140,1165,1140,1145,435400,169,423800
ADES,2019-11-14,1085,1085,1060,1060,39300,19,0
ADHI,2019-11-14,1200,1205,1185,1190,3215400,1189,618000
ADMF,2019-11-14,10650,10650,10450,10650,507800,107,-10700
ADMG,2019-11-14,196,197,191,196,716500,84,-522900
ADRO,2019-11-14,1345,1360,1275,1300,95825800,7125,-1854200
AGII,2019-11-14,585,590,585,585,45600,21,0
AGRO,2019-11-14,192,193,188,189,1070300,253,0
AGRS,2019-11-14,188,188,173,181,94400,77,0
AHAP,2019-11-14,61,76,61,68,1984400,269,0
AIMS,2019-11-14,0,0,0,180,0,0,0
AISA,2019-11-14,0,0,0,168,0,0,0
AKKU,2019-11-14,50,50,50,50,21000,22,0
AKPI,2019-11-14,382,400,380,380,7700,9,-5300
AKRA,2019-11-14,3760,3760,3680,3700,5219300,1791,1868400
AKSI,2019-11-14,850,855,825,825,2238500,210,67000
ALDO,2019-11-14,380,380,380,380,10100,5,0
ALKA,2019-11-14,422,500,422,430,23900,21,2800
ALMI,2019-11-14,300,330,240,288,29500,16,0
ALTO,2019-11-14,378,388,374,388,2702100,112,0
AMAG,2019-11-14,306,306,306,306,600,1,0
AMFG,2019-11-14,3400,3490,3360,3450,7600,14,2400
AMIN,2019-11-14,308,308,308,308,2300,5,0
AMRT,2019-11-14,885,885,875,880,271600,69,248900
ANDI,2019-11-14,240,240,200,204,31676800,4600,1663900
ANJT,2019-11-14,875,885,865,885,70600,20,8800
ANTM,2019-11-14,820,830,800,815,49980300,3978,6305200
APEX,2019-11-14,0,0,0,430,0,0,0
APIC,2019-11-14,655,665,655,665,20073800,2235,28200
APII,2019-11-14,182,189,182,185,6200,4,0
APLI,2019-11-14,125,131,120,125,366900,34,0
APLN,2019-11-14,194,195,189,190,4789000,535,462000
APOL,2019-11-14,0,0,0,50,0,0,0
ARGO,2019-11-14,0,0,0,825,0,0,0
ARII,2019-11-14,640,640,640,640,11000,2,0
ARKA,2019-11-14,1630,1635,1625,1625,229000,69,0
ARMY,2019-11-14,75,90,75,90,128461800,5288,7845800
ARNA,2019-11-14,500,500,498,500,28500,33,-1900
ARTA,2019-11-14,418,418,370,370,600,4,0
ARTI,2019-11-14,50,50,50,50,200,2,0
ARTO,2019-11-14,2380,2700,2260,2700,522500,649,1000
ASBI,2019-11-14,304,304,302,302,500,4,0
ASDM,2019-11-14,0,0,0,1040,0,0,0
ASGR,2019-11-14,960,960,950,955,451400,64,172500
ASII,2019-11-14,6675,6700,6550,6575,18695900,4406,3136140
ASJT,2019-11-14,186,191,185,190,236300,55,0
ASMI,2019-11-14,975,980,975,975,55200,18,12300
ASRI,2019-11-14,266,266,252,260,8632700,901,3924900
ASRM,2019-11-14,1940,2000,1825,2000,31000,15,1000
ASSA,2019-11-14,705,715,685,700,5730300,266,0
ATIC,2019-11-14,735,800,735,800,3700,8,0
AUTO,2019-11-14,1260,1265,1240,1245,845400,198,128200
BABP,2019-11-14,50,50,50,50,402800,13,0
BABP-W3,2019-11-14,31,46,31,46,103900,0,0
BACA,2019-11-14,0,0,0,268,0,0,0
BAJA,2019-11-14,74,78,70,72,769900,153,0
BALI,2019-11-14,1275,1275,1275,1275,800,2,0
BAPA,2019-11-14,77,78,75,78,44500,16,0
BAPI,2019-11-14,50,50,50,50,839900,43,0
BATA,2019-11-14,660,670,660,665,1000,7,-900
BAYU,2019-11-14,1570,1570,1570,1570,700,2,0
BBCA,2019-11-14,31325,31400,31050,31350,7572400,6736,1121374
BBHI,2019-11-14,156,160,155,160,23900,9,0
BBKP,2019-11-14,254,254,250,250,1824500,195,1046500
BBLD,2019-11-14,0,0,0,426,0,0,0
BBMD,2019-11-14,0,0,0,2390,0,0,0
BBNI,2019-11-14,7375,7425,7175,7300,29587800,6160,-1182200
BBRI,2019-11-14,3950,3970,3900,3940,118066000,13773,15095420
BBRM,2019-11-14,50,50,50,50,1100,2,0
BBTN,2019-11-14,1840,1850,1820,1835,6278400,1650,1422000
BBYB,2019-11-14,282,286,250,282,75000,24,-55000
BCAP,2019-11-14,143,143,136,142,855800,141,-528700
BCIC,2019-11-14,0,0,0,450,0,0,0
BCIP,2019-11-14,82,83,80,80,849300,24,0
BDMN,2019-11-14,4140,4140,4030,4080,1673300,1094,902000
BEEF,2019-11-14,340,352,338,350,7276500,572,37600
BEKS,2019-11-14,50,50,50,50,5200,12,0
BELL,2019-11-14,520,520,520,520,58800,20,0
BEST,2019-11-14,236,244,228,230,22600800,1237,5963200
BFIN,2019-11-14,595,600,590,595,166700,17,104400
BGTG,2019-11-14,65,66,65,66,1206500,74,0
BHIT,2019-11-14,71,71,69,70,14904500,11687,-150500
BIKA,2019-11-14,0,0,0,200,0,0,0
