AALI,2019-10-09,10900,10925,10650,10925,447200,599,162600
ABBA,2019-10-09,121,134,121,133,3842800,310,-76400
ABDA,2019-10-09,0,0,0,6975,0,0,0
ABMM,2019-10-09,1610,1615,1610,1615,200,2,0
ACES,2019-10-09,1800,1840,1800,1815,22689000,7013,-3790100
ACST,2019-10-09,1060,1070,1060,1060,488900,91,452900
ADES,2019-10-09,1055,1055,1035,1040,9600,6,0
ADHI,2019-10-09,1210,1210,1180,1185,6203100,1413,1749800
ADMF,2019-10-09,10300,10300,10250,10300,1800,3,1700
ADMG,2019-10-09,181,190,181,184,527100,91,0
ADRO,2019-10-09,1275,1300,1265,1270,29098800,4054,3669507
AGII,2019-10-09,590,615,590,595,10800,19,0
AGRO,2019-10-09,208,208,204,206,763800,166,0
AGRS,2019-10-09,181,189,181,187,40000,26,0
AHAP,2019-10-09,68,73,68,70,841000,122,0
AIMS,2019-10-09,0,0,0,180,0,0,0
AISA,2019-10-09,0,0,0,168,0,0,0
AKKU,2019-10-09,50,50,50,50,16600,30,0
AKPI,2019-10-09,400,404,400,400,10900,4,0
AKRA,2019-10-09,4230,4260,4120,4200,4862700,1411,-86400
AKSI,2019-10-09,770,785,750,750,2649800,334,0
ALDO,2019-10-09,378,378,378,378,72900,8,0
ALKA,2019-10-09,492,492,466,480,5600,4,-200
ALMI,2019-10-09,0,0,0,342,0,0,0
ALTO,2019-10-09,356,376,350,376,57000,14,0
AMAG,2019-10-09,0,0,0,302,0,0,0
AMFG,2019-10-09,4000,4000,3920,3920,17500,7,6900
AMIN,2019-10-09,312,322,300,320,5700,14,0
AMRT,2019-10-09,905,910,900,910,1278300,36,-1500
ANDI,2019-10-09,1970,2460,1970,2460,49407700,578,-984500
ANJT,2019-10-09,835,845,835,845,137500,16,400
ANTM,2019-10-09,935,995,935,990,139352700,5449,-11773000
APEX,2019-10-09,0,0,0,570,0,0,0
APIC,2019-10-09,695,715,695,705,19814400,3736,285900
APII,2019-10-09,180,183,180,183,24700,6,0
APLI,2019-10-09,85,85,80,80,603000,36,0
APLN,2019-10-09,224,240,222,238,43936500,1725,506000
APOL,2019-10-09,0,0,0,50,0,0,0
ARGO,2019-10-09,0,0,0,825,0,0,0
ARII,2019-10-09,720,720,720,720,8200,2,0
ARKA,2019-10-09,1955,1955,1700,1705,311100,180,-4300
ARMY,2019-10-09,202,202,196,202,960500,207,38100
ARNA,2019-10-09,520,520,500,520,1100,7,0
ARTA,2019-10-09,0,0,0,360,0,0,0
ARTI,2019-10-09,50,50,50,50,400,1,0
ARTO,2019-10-09,0,0,0,2630,0,0,0
ASBI,2019-10-09,330,330,310,310,300,3,0
ASDM,2019-10-09,0,0,0,1020,0,0,0
ASGR,2019-10-09,1000,1015,1000,1015,227800,112,189200
ASII,2019-10-09,6300,6350,6250,6275,15376200,3558,3634217
