AALI,2019-11-19,12425,12625,12225,12600,612200,674,86000
ABBA,2019-11-19,104,124,104,124,147554400,7135,-3814000
ABDA,2019-11-19,0,0,0,6975,0,0,0
ABMM,2019-11-19,1345,1355,1340,1355,3300,9,0
ACES,2019-11-19,1700,1700,1630,1640,33278800,6522,13141200
ACST,2019-11-19,1135,1140,1110,1120,453200,232,180600
ADES,2019-11-19,1085,1085,1040,1070,78400,29,0
ADHI,2019-11-19,1210,1230,1205,1215,3935800,952,-97100
ADMF,2019-11-19,10575,10575,10375,10475,134700,129,88900
ADMG,2019-11-19,192,193,190,192,156600,28,-103300
ADRO,2019-11-19,1340,1350,1290,1320,41076600,4206,-5902600
AGII,2019-11-19,590,590,580,585,54900,37,0
AGRO,2019-11-19,191,192,185,189,2772800,357,0
AGRS,2019-11-19,178,178,170,176,26300,34,0
AHAP,2019-11-19,57,67,57,64,636600,112,0
AIMS,2019-11-19,0,0,0,180,0,0,0
AISA,2019-11-19,0,0,0,168,0,0,0
AKKU,2019-11-19,50,50,50,50,20200,13,0
AKPI,2019-11-19,396,412,380,392,55900,24,-45400
AKRA,2019-11-19,3640,3720,3600,3680,17524600,3262,3840200
AKSI,2019-11-19,800,805,790,795,2637100,172,143900
ALDO,2019-11-19,380,382,378,380,70500,17,0
ALKA,2019-11-19,520,520,510,510,200,2,0
ALMI,2019-11-19,328,328,252,298,16100,17,0
ALTO,2019-11-19,386,388,384,388,3481500,130,0
AMAG,2019-11-19,0,0,0,306,0,0,0
AMFG,2019-11-19,3440,3450,3440,3450,51000,16,0
AMIN,2019-11-19,304,306,290,290,3000,8,0
AMRT,2019-11-19,875,880,870,875,249300,111,188600
ANDI,2019-11-19,142,178,140,147,15094500,3568,-33200
ANJT,2019-11-19,895,900,895,900,179100,13,0
ANTM,2019-11-19,820,835,815,835,35948500,3725,-2680300
APEX,2019-11-19,404,404,404,404,6000,6,5400
APIC,2019-11-19,650,655,640,650,23362800,1153,554900
APII,2019-11-19,180,180,171,171,10600,7,0
APLI,2019-11-19,145,149,138,141,142100,54,0
APLN,2019-11-19,189,196,188,196,27905600,2074,-3288700
APOL,2019-11-19,0,0,0,50,0,0,0
ARGO,2019-11-19,0,0,0,825,0,0,0
ARII,2019-11-19,640,640,640,640,200,1,0
ARKA,2019-11-19,1585,1595,1220,1550,266200,111,0
ARMY,2019-11-19,73,75,56,60,40196500,1492,-3875400
ARNA,2019-11-19,490,490,488,490,51400,30,7700
ARTA,2019-11-19,332,356,332,356,1100,2,0
ARTI,2019-11-19,50,50,50,50,100,1,0
ARTO,2019-11-19,3100,3350,2850,2850,205600,429,0
ASBI,2019-11-19,298,298,298,298,1300,4,0
ASDM,2019-11-19,0,0,0,1040,0,0,0
ASGR,2019-11-19,955,960,950,955,152300,48,0
ASII,2019-11-19,6650,6700,6575,6650,18139800,3765,-1451558
ASJT,2019-11-19,185,192,184,189,121100,26,0
ASMI,2019-11-19,950,950,945,950,10500,10,3000
ASRI,2019-11-19,260,262,256,258,2498600,406,114800
ASRM,2019-11-19,0,0,0,2000,0,0,0
ASSA,2019-11-19,695,735,695,725,13147200,621,428700
ATIC,2019-11-19,780,780,780,780,100,1,0
AUTO,2019-11-19,1280,1290,1250,1260,399400,163,147400
BABP,2019-11-19,50,50,50,50,309000,41,0
BABP-W3,2019-11-19,32,32,32,32,10000,0,0
BACA,2019-11-19,268,284,268,282,387000,39,0
BAJA,2019-11-19,73,74,69,70,238200,66,0
BALI,2019-11-19,1225,1275,1225,1275,300,3,0
BAPA,2019-11-19,73,74,73,73,30700,6,0
BAPI,2019-11-19,50,50,50,50,129200,31,0
BATA,2019-11-19,670,670,650,650,500,5,0
BAYU,2019-11-19,1600,1600,1600,1600,100,1,0
BBCA,2019-11-19,31650,31750,31500,31575,12023000,4915,-4212379
BBHI,2019-11-19,161,172,159,169,2800,15,0
BBKP,2019-11-19,252,256,248,250,4011500,398,2019300
BBLD,2019-11-19,0,0,0,426,0,0,0
BBMD,2019-11-19,0,0,0,2390,0,0,0
BBNI,2019-11-19,7475,7600,7375,7600,21053100,4169,2662982
BBRI,2019-11-19,4150,4190,4080,4190,141181200,11335,-31195677
BBRM,2019-11-19,50,50,50,50,100,1,0
BBTN,2019-11-19,1965,2090,1940,2070,78341200,9881,-658600
BBYB,2019-11-19,290,290,290,290,15900,5,-15000
BCAP,2019-11-19,140,150,137,148,6712100,7369,-588400
BCIC,2019-11-19,0,0,0,450,0,0,0
BCIP,2019-11-19,81,82,80,81,856100,28,0
BDMN,2019-11-19,3970,3980,3910,3910,2410800,977,-54600
BEEF,2019-11-19,372,378,366,372,5304800,477,58200
BEKS,2019-11-19,50,50,50,50,5800,9,0
BELL,2019-11-19,520,520,520,520,58800,23,0
BEST,2019-11-19,228,228,210,214,23262400,1410,6146600
BFIN,2019-11-19,590,595,575,580,2145600,80,2025600
BGTG,2019-11-19,66,66,64,65,675400,62,0
BHIT,2019-11-19,69,70,67,68,30541900,444,26783000
BIKA,2019-11-19,194,194,194,194,200,1,0
BIMA,2019-11-19,50,50,50,50,500,2,0
BINA,2019-11-19,875,880,840,845,336600,34,50000
BIPI,2019-11-19,50,50,50,50,27000,3,0
